,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8876,0.819,0.154,0.1462
i0_c1,0.881,0.8171,0.148,0.1468
i0_g,0.1646,0.1517,,
i1_c0,0.8114,0.7266,0.2248,0.2217
i1_c1,0.8082,0.7336,0.2366,0.2301
i1_g,0.2602,0.2575,,
i2_c0,0.8216,0.7448,0.282,0.2743
i2_c1,0.8192,0.7452,0.2946,0.2909
i2_g,0.3367,0.3326,,
i3_c0,0.8288,0.7442,0.2488,0.2453
i3_c1,0.8186,0.7502,0.2998,0.284
i3_g,0.3017,0.3006,,
i4_c0,0.8308,0.7516,0.2872,0.2787
i4_c1,0.824,0.7578,0.299,0.2938
i4_g,0.3309,0.3269,,
i5_c0,0.8272,0.7539,0.318,0.3149
i5_c1,0.8198,0.7519,0.3102,0.2978
i5_g,0.3591,0.3592,,
i6_c0,0.8446,0.7588,0.316,0.3114
i6_c1,0.8384,0.7626,0.2762,0.2803
i6_g,0.3178,0.3259,,
i7_c0,0.8394,0.7633,0.376,0.373
i7_c1,0.8336,0.76,0.3474,0.3468
i7_g,0.4158,0.4149,,
i8_c0,0.827,0.7536,0.3362,0.3393
i8_c1,0.8262,0.7542,0.3616,0.3652
i8_g,0.3962,0.3966,,
i9_c0,0.8318,0.7545,0.3692,0.3549
i9_c1,0.8248,0.7605,0.3752,0.3717
i9_g,0.4243,0.4204,,
