,train_acc,test_acc
i0_c0,0.7942,0.7299
i0_c1,0.7822,0.7288
i0_g,0.8053,0.774
i1_c0,0.8248,0.7556
i1_c1,0.8224,0.755
i1_g,0.8318,0.793
i2_c0,0.8372,0.7656
i2_c1,0.8392,0.7732
i2_g,0.8467,0.812
i3_c0,0.8476,0.7772
i3_c1,0.8364,0.7806
i3_g,0.8476,0.8103
i4_c0,0.8436,0.7732
i4_c1,0.8524,0.7974
i4_g,0.8524,0.8187
i5_c0,0.8494,0.785
i5_c1,0.8502,0.7876
i5_g,0.8532,0.8205
i6_c0,0.8528,0.7943
i6_c1,0.8534,0.7888
i6_g,0.8603,0.8216
i7_c0,0.8568,0.7918
i7_c1,0.8582,0.7974
i7_g,0.8596,0.8266
i8_c0,0.8628,0.7954
i8_c1,0.8532,0.7919
i8_g,0.8609,0.8243
i9_c0,0.867,0.8043
i9_c1,0.8534,0.7939
i9_g,0.8618,0.8248
