,train_acc,test_acc
i0_c0,0.8688,0.7175
i0_c1,0.8528,0.7138
i0_c2,0.852,0.7158
i0_c3,0.8424,0.7331
i0_g,0.808,0.77
i1_c0,0.8984,0.7537
i1_c1,0.8896,0.7507
i1_c2,0.882,0.747
i1_c3,0.8876,0.7631
i1_g,0.8394,0.7998
i2_c0,0.914,0.7695
i2_c1,0.8964,0.7639
i2_c2,0.892,0.7667
i2_c3,0.8968,0.7786
i2_g,0.8545,0.8139
i3_c0,0.9196,0.7779
i3_c1,0.9096,0.7819
i3_c2,0.9024,0.7826
i3_c3,0.9,0.7827
i3_g,0.8644,0.8242
i4_c0,0.928,0.785
i4_c1,0.9092,0.7802
i4_c2,0.9084,0.7905
i4_c3,0.9064,0.7918
i4_g,0.8691,0.8294
i5_c0,0.9364,0.7898
i5_c1,0.9164,0.7875
i5_c2,0.91,0.7901
i5_c3,0.9152,0.794
i5_g,0.8704,0.8343
i6_c0,0.9284,0.7889
i6_c1,0.924,0.7867
i6_c2,0.914,0.7884
i6_c3,0.9144,0.7979
i6_g,0.8748,0.8349
i7_c0,0.9316,0.7947
i7_c1,0.924,0.788
i7_c2,0.9196,0.7958
i7_c3,0.9228,0.8006
i7_g,0.8725,0.8387
i8_c0,0.9336,0.7961
i8_c1,0.924,0.792
i8_c2,0.9224,0.7978
i8_c3,0.9204,0.7968
i8_g,0.8765,0.8395
i9_c0,0.9384,0.7982
i9_c1,0.928,0.7889
i9_c2,0.9188,0.7992
i9_c3,0.9188,0.8045
i9_g,0.8783,0.8358
