,0,1
i0_c0,0.4704,0.2604
i0_c1,0.4672,0.2721
i0_g,0.3805,0.2736
i1_c0,0.4796,0.27
i1_c1,0.4852,0.277
i1_g,0.3901,0.2791
i2_c0,0.4722,0.2636
i2_c1,0.4766,0.2729
i2_g,0.3825,0.2732
i3_c0,0.4946,0.2778
i3_c1,0.489,0.2826
i3_g,0.4008,0.2838
i4_c0,0.4854,0.273
i4_c1,0.469,0.272
i4_g,0.387,0.2777
