,train_acc,test_acc
i0_c0,0.8732,0.7351
i0_c1,0.8596,0.7217
i0_c2,0.8612,0.7254
i0_c3,0.8544,0.736
i0_g,0.8163,0.7781
i1_c0,0.898,0.7673
i1_c1,0.8904,0.7547
i1_c2,0.8808,0.7548
i1_c3,0.8832,0.764
i1_g,0.8462,0.8089
i2_c0,0.9164,0.7808
i2_c1,0.9,0.7674
i2_c2,0.8932,0.7666
i2_c3,0.8976,0.7774
i2_g,0.8559,0.8223
i3_c0,0.9188,0.78
i3_c1,0.9112,0.7802
i3_c2,0.8968,0.7787
i3_c3,0.9028,0.7875
i3_g,0.8617,0.8266
i4_c0,0.92,0.7861
i4_c1,0.908,0.7801
i4_c2,0.9076,0.7821
i4_c3,0.906,0.7874
i4_g,0.8658,0.8302
i5_c0,0.9216,0.7958
i5_c1,0.9148,0.7854
i5_c2,0.9116,0.7977
i5_c3,0.9108,0.7889
i5_g,0.8665,0.8347
i6_c0,0.9316,0.7961
i6_c1,0.9172,0.7839
i6_c2,0.916,0.7891
i6_c3,0.9176,0.7966
i6_g,0.8762,0.837
i7_c0,0.9316,0.7973
i7_c1,0.9176,0.7921
i7_c2,0.918,0.7903
i7_c3,0.9196,0.7964
i7_g,0.8746,0.8364
i8_c0,0.9352,0.7923
i8_c1,0.924,0.7922
i8_c2,0.9144,0.7897
i8_c3,0.9164,0.8025
i8_g,0.8755,0.8342
i9_c0,0.9336,0.8027
i9_c1,0.9236,0.7891
i9_c2,0.9236,0.8003
i9_c3,0.9204,0.7974
i9_g,0.88,0.842
