,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.926,0.7852,0.6228,0.5551
i0_c1,0.916,0.7815,0.6052,0.5636
i0_c2,0.8896,0.7727,0.596,0.555
i0_c3,0.9068,0.7791,0.5976,0.5424
i0_g,0.715,0.6892,,
i1_c0,0.9276,0.7856,0.6268,0.5899
i1_c1,0.9104,0.7722,0.5804,0.5629
i1_c2,0.9052,0.7852,0.5932,0.5474
i1_c3,0.914,0.7909,0.5856,0.5552
i1_g,0.7239,0.7061,,
i2_c0,0.9248,0.7908,0.6136,0.5795
i2_c1,0.9204,0.7867,0.6076,0.5699
i2_c2,0.9056,0.7923,0.6008,0.5747
i2_c3,0.9172,0.7861,0.596,0.5564
i2_g,0.7347,0.7186,,
i3_c0,0.924,0.7898,0.6268,0.5761
i3_c1,0.9204,0.7832,0.5876,0.556
i3_c2,0.9184,0.7902,0.598,0.5488
i3_c3,0.908,0.7894,0.604,0.5539
i3_g,0.7369,0.7121,,
i4_c0,0.9264,0.7928,0.616,0.5862
i4_c1,0.9228,0.7858,0.6396,0.5918
i4_c2,0.9068,0.7769,0.6072,0.5749
i4_c3,0.9196,0.7944,0.582,0.5484
i4_g,0.7327,0.7161,,
i5_c0,0.924,0.7893,0.6164,0.5664
i5_c1,0.9128,0.7742,0.6376,0.5957
i5_c2,0.908,0.7852,0.5888,0.5505
i5_c3,0.9152,0.793,0.6,0.5698
i5_g,0.7331,0.7064,,
i6_c0,0.9292,0.7929,0.5884,0.5615
i6_c1,0.9144,0.7888,0.588,0.5383
i6_c2,0.908,0.7815,0.5584,0.5504
i6_c3,0.912,0.7909,0.6008,0.572
i6_g,0.6813,0.6687,,
i7_c0,0.9304,0.7882,0.6092,0.5453
i7_c1,0.9184,0.788,0.6088,0.5643
i7_c2,0.9144,0.7845,0.6004,0.5604
i7_c3,0.9124,0.7929,0.614,0.5776
i7_g,0.7392,0.7225,,
i8_c0,0.9184,0.7886,0.6144,0.5656
i8_c1,0.9208,0.7866,0.6196,0.5869
i8_c2,0.9068,0.7852,0.628,0.5859
i8_c3,0.9108,0.7914,0.5916,0.5749
i8_g,0.7249,0.7067,,
i9_c0,0.9336,0.7901,0.6088,0.5654
i9_c1,0.9212,0.7876,0.6216,0.5818
i9_c2,0.914,0.7867,0.582,0.5606
i9_c3,0.908,0.7947,0.63,0.579
i9_g,0.7108,0.6969,,
