,0,1
i0_c0,1.0,0.4663
i0_c1,1.0,0.4657
i0_g,0.9727,0.5485
i1_c0,1.0,0.4671
i1_c1,1.0,0.4655
i1_g,0.9733,0.549
i2_c0,1.0,0.4666
i2_c1,1.0,0.4677
i2_g,0.9717,0.5471
i3_c0,1.0,0.4659
i3_c1,1.0,0.4669
i3_g,0.9726,0.5476
i4_c0,1.0,0.4675
i4_c1,1.0,0.4672
i4_g,0.9735,0.549
