,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9304,0.699,0.9328,0.6995
i0_c1,0.9176,0.6909,0.9152,0.6908
i0_c2,0.9232,0.7014,0.9208,0.6982
i0_c3,0.9304,0.6865,0.9304,0.6849
i0_c4,0.9216,0.698,0.92,0.7
i0_c5,0.9168,0.6986,0.9176,0.6995
i0_c6,0.9216,0.688,0.9232,0.6871
i0_c7,0.9216,0.7222,0.9224,0.7228
i0_g,0.8271,0.7973,,
i1_c0,0.948,0.7234,0.9488,0.7258
i1_c1,0.944,0.7156,0.9432,0.7147
i1_c2,0.9504,0.7119,0.9472,0.7096
i1_c3,0.9392,0.7006,0.94,0.7012
i1_c4,0.9328,0.7202,0.932,0.7198
i1_c5,0.9344,0.7175,0.9312,0.7163
i1_c6,0.9416,0.7147,0.944,0.7146
i1_c7,0.9376,0.7418,0.936,0.7411
i1_g,0.8526,0.8162,,
i2_c0,0.9656,0.7333,0.9672,0.7329
i2_c1,0.9496,0.7273,0.9536,0.7257
i2_c2,0.9592,0.7179,0.9552,0.7178
i2_c3,0.952,0.7108,0.9552,0.7112
i2_c4,0.9384,0.729,0.9368,0.7289
i2_c5,0.9472,0.7295,0.9464,0.7295
i2_c6,0.9408,0.7252,0.9416,0.7251
i2_c7,0.944,0.7486,0.9448,0.7495
i2_g,0.8597,0.8241,,
i3_c0,0.9664,0.7391,0.9648,0.7391
i3_c1,0.9568,0.7301,0.9544,0.7306
i3_c2,0.9528,0.7262,0.9536,0.7267
i3_c3,0.9688,0.7242,0.9688,0.7258
i3_c4,0.9424,0.7324,0.9416,0.7317
i3_c5,0.9464,0.7361,0.948,0.7361
i3_c6,0.9472,0.7278,0.9456,0.7274
i3_c7,0.952,0.7562,0.952,0.756
i3_g,0.8627,0.8267,,
i4_c0,0.9688,0.7448,0.9664,0.7441
i4_c1,0.9632,0.7345,0.9592,0.7348
i4_c2,0.96,0.7235,0.956,0.7218
i4_c3,0.9712,0.7276,0.968,0.7275
i4_c4,0.9464,0.7385,0.9472,0.7388
i4_c5,0.956,0.7421,0.9552,0.7413
i4_c6,0.9568,0.7386,0.956,0.7386
i4_c7,0.952,0.7574,0.9504,0.7568
i4_g,0.8647,0.832,,
i5_c0,0.9744,0.748,0.9744,0.7458
i5_c1,0.9488,0.7343,0.9472,0.735
i5_c2,0.9624,0.7348,0.964,0.736
i5_c3,0.9632,0.7311,0.9656,0.73
i5_c4,0.9408,0.7421,0.944,0.7421
i5_c5,0.9536,0.7418,0.9536,0.7414
i5_c6,0.952,0.7368,0.952,0.7371
i5_c7,0.9488,0.7599,0.9496,0.7583
i5_g,0.8676,0.8307,,
i6_c0,0.9736,0.7473,0.9744,0.7465
i6_c1,0.96,0.7374,0.9592,0.7388
i6_c2,0.96,0.7258,0.9584,0.7252
i6_c3,0.9632,0.7322,0.9624,0.7326
i6_c4,0.9456,0.7408,0.9448,0.7389
i6_c5,0.9456,0.7393,0.948,0.7392
i6_c6,0.9552,0.7357,0.9568,0.7353
i6_c7,0.9544,0.7592,0.9536,0.758
i6_g,0.8659,0.8319,,
i7_c0,0.9736,0.7495,0.9704,0.7503
i7_c1,0.9632,0.7433,0.9632,0.7431
i7_c2,0.9648,0.7333,0.964,0.7332
i7_c3,0.9744,0.7322,0.9736,0.7334
i7_c4,0.948,0.7402,0.9496,0.7401
i7_c5,0.9512,0.7457,0.9488,0.7456
i7_c6,0.9656,0.7371,0.96,0.7375
i7_c7,0.9576,0.7643,0.9544,0.7665
i7_g,0.8648,0.833,,
i8_c0,0.9728,0.7447,0.9704,0.7444
i8_c1,0.9704,0.7369,0.9688,0.7358
i8_c2,0.9656,0.7319,0.9624,0.732
i8_c3,0.9736,0.7315,0.9736,0.7303
i8_c4,0.9536,0.7439,0.9536,0.7445
i8_c5,0.9528,0.7465,0.9504,0.7475
i8_c6,0.9624,0.7287,0.9616,0.7295
i8_c7,0.9552,0.7706,0.9536,0.769
i8_g,0.8674,0.8311,,
i9_c0,0.9744,0.75,0.972,0.7487
i9_c1,0.956,0.7368,0.9568,0.7368
i9_c2,0.9616,0.7316,0.9632,0.7313
i9_c3,0.9704,0.7309,0.9728,0.7321
i9_c4,0.9496,0.7396,0.9488,0.7394
i9_c5,0.9616,0.7518,0.96,0.751
i9_c6,0.956,0.7377,0.9576,0.7377
i9_c7,0.9648,0.7675,0.9632,0.7679
i9_g,0.8698,0.8329,,
