,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9172,0.7812,0.1608,0.1684
i0_c1,0.9164,0.7811,0.1872,0.1966
i0_c2,0.9048,0.7765,0.1624,0.1667
i0_c3,0.91,0.7868,0.1944,0.1859
i0_g,0.2151,0.2142,,
i1_c0,0.9296,0.7872,0.1892,0.1829
i1_c1,0.9256,0.7788,0.2196,0.2078
i1_c2,0.9144,0.7861,0.2224,0.2218
i1_c3,0.9224,0.7845,0.202,0.1997
i1_g,0.2501,0.2531,,
i2_c0,0.9412,0.7923,0.2188,0.216
i2_c1,0.9296,0.7827,0.1932,0.2025
i2_c2,0.918,0.7863,0.2064,0.2068
i2_c3,0.9308,0.7921,0.2096,0.2073
i2_g,0.2816,0.2811,,
i3_c0,0.9384,0.7823,0.1908,0.1953
i3_c1,0.9336,0.7864,0.184,0.1945
i3_c2,0.9228,0.7906,0.234,0.229
i3_c3,0.9284,0.7959,0.2552,0.2334
i3_g,0.2838,0.2899,,
i4_c0,0.9348,0.7804,0.2152,0.218
i4_c1,0.9252,0.7752,0.232,0.2239
i4_c2,0.9292,0.7784,0.2092,0.2032
i4_c3,0.922,0.7925,0.222,0.2181
i4_g,0.2773,0.2749,,
