,train_acc,test_acc
i0_c0,0.7868,0.7238
i0_c1,0.7822,0.725
i0_g,0.8055,0.7688
i1_c0,0.8154,0.7451
i1_c1,0.8096,0.7576
i1_g,0.835,0.7994
i2_c0,0.8198,0.7629
i2_c1,0.8206,0.7665
i2_g,0.8388,0.8074
i3_c0,0.8298,0.7693
i3_c1,0.8278,0.7663
i3_g,0.8404,0.8089
i4_c0,0.841,0.7688
i4_c1,0.8326,0.7651
i4_g,0.8475,0.811
i5_c0,0.8396,0.7754
i5_c1,0.8434,0.7854
i5_g,0.8508,0.8144
i6_c0,0.8422,0.7727
i6_c1,0.8344,0.7841
i6_g,0.8511,0.8123
i7_c0,0.847,0.781
i7_c1,0.839,0.7804
i7_g,0.8538,0.817
i8_c0,0.8474,0.7787
i8_c1,0.8452,0.7777
i8_g,0.8502,0.8173
i9_c0,0.8482,0.7827
i9_c1,0.8414,0.7775
i9_g,0.8564,0.8117
