,train_acc,test_acc
i0_c0,0.6914,0.6217
i0_c1,0.6918,0.6423
i0_g,0.7229,0.6881
i1_c0,0.713,0.6663
i1_c1,0.7184,0.6718
i1_g,0.7546,0.7194
i2_c0,0.7458,0.697
i2_c1,0.7204,0.6756
i2_g,0.7675,0.7403
i3_c0,0.7596,0.6966
i3_c1,0.748,0.7032
i3_g,0.7828,0.7475
i4_c0,0.7644,0.7017
i4_c1,0.7536,0.7104
i4_g,0.791,0.7572
i5_c0,0.7736,0.723
i5_c1,0.7648,0.7187
i5_g,0.8021,0.77
i6_c0,0.7614,0.7087
i6_c1,0.7714,0.7194
i6_g,0.8052,0.7753
i7_c0,0.7924,0.7335
i7_c1,0.7748,0.7334
i7_g,0.8062,0.7857
i8_c0,0.7894,0.7338
i8_c1,0.7872,0.7375
i8_g,0.8168,0.7815
i9_c0,0.7884,0.735
i9_c1,0.7844,0.7374
i9_g,0.814,0.7797
