,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.914,0.7853,0.4516,0.4373
i0_c1,0.9012,0.7703,0.4132,0.3963
i0_c2,0.8984,0.7786,0.4472,0.4376
i0_c3,0.8928,0.7846,0.4504,0.437
i0_g,0.5547,0.5543,,
i1_c0,0.9364,0.7966,0.4916,0.4564
i1_c1,0.9244,0.7889,0.4692,0.4638
i1_c2,0.9084,0.7938,0.4624,0.4591
i1_c3,0.9184,0.7988,0.4552,0.4481
i1_g,0.6045,0.5992,,
i2_c0,0.9348,0.798,0.51,0.4783
i2_c1,0.9324,0.7943,0.4924,0.4588
i2_c2,0.9188,0.7951,0.5316,0.5095
i2_c3,0.9208,0.8033,0.5136,0.5056
i2_g,0.638,0.632,,
i3_c0,0.9448,0.8018,0.5492,0.5204
i3_c1,0.9376,0.7998,0.5188,0.5093
i3_c2,0.924,0.8001,0.5288,0.5108
i3_c3,0.926,0.8003,0.5252,0.4996
i3_g,0.665,0.6495,,
i4_c0,0.9448,0.802,0.5544,0.5186
i4_c1,0.9384,0.7943,0.524,0.5052
i4_c2,0.9376,0.8081,0.53,0.5194
i4_c3,0.9312,0.8075,0.5032,0.4912
i4_g,0.6497,0.6376,,
i5_c0,0.9444,0.8036,0.564,0.5478
i5_c1,0.9432,0.8078,0.5492,0.5319
i5_c2,0.9276,0.8086,0.5908,0.538
i5_c3,0.9356,0.8097,0.5428,0.5316
i5_g,0.684,0.6622,,
i6_c0,0.9472,0.8035,0.5384,0.5084
i6_c1,0.9452,0.8044,0.5684,0.5457
i6_c2,0.9368,0.808,0.5464,0.5237
i6_c3,0.9372,0.8061,0.5648,0.5463
i6_g,0.6801,0.665,,
i7_c0,0.9432,0.8055,0.5968,0.5562
i7_c1,0.9476,0.8096,0.5712,0.549
i7_c2,0.9368,0.8112,0.5272,0.5217
i7_c3,0.9388,0.8047,0.5896,0.5669
i7_g,0.7117,0.6928,,
i8_c0,0.9524,0.8068,0.5836,0.5591
i8_c1,0.9404,0.8057,0.5828,0.5698
i8_c2,0.9396,0.8118,0.5604,0.5515
i8_c3,0.9376,0.8076,0.5816,0.5714
i8_g,0.7103,0.701,,
i9_c0,0.9564,0.8062,0.6056,0.5648
i9_c1,0.946,0.8119,0.552,0.5432
i9_c2,0.9408,0.8055,0.5736,0.5406
i9_c3,0.9396,0.8119,0.5516,0.5479
i9_g,0.6989,0.6874,,
