,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8926,0.8165,0.7356,0.6931
i0_c1,0.871,0.8057,0.722,0.691
i0_g,0.775,0.7424,,
i1_c0,0.8914,0.8177,0.7318,0.6797
i1_c1,0.8754,0.814,0.7192,0.6798
i1_g,0.7698,0.7393,,
i2_c0,0.8876,0.8134,0.746,0.721
i2_c1,0.8754,0.8078,0.7384,0.6989
i2_g,0.7961,0.7679,,
i3_c0,0.8894,0.8154,0.7294,0.7039
i3_c1,0.8754,0.8042,0.7186,0.6924
i3_g,0.774,0.7468,,
i4_c0,0.8922,0.8103,0.7656,0.7159
i4_c1,0.8762,0.8104,0.7262,0.7024
i4_g,0.7893,0.7651,,
i5_c0,0.8866,0.8161,0.7386,0.6915
i5_c1,0.868,0.8061,0.724,0.6882
i5_g,0.7771,0.7535,,
i6_c0,0.8872,0.8173,0.7566,0.7087
i6_c1,0.8828,0.8167,0.7272,0.7002
i6_g,0.7781,0.7581,,
i7_c0,0.8888,0.8126,0.7282,0.6931
i7_c1,0.877,0.8174,0.6996,0.6857
i7_g,0.7763,0.7552,,
i8_c0,0.8852,0.8121,0.7352,0.6946
i8_c1,0.8818,0.8128,0.7352,0.696
i8_g,0.7813,0.7515,,
i9_c0,0.8898,0.8147,0.7364,0.7068
i9_c1,0.8694,0.8078,0.7128,0.6814
i9_g,0.782,0.754,,
