,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9568,0.579,0.1216,0.1419
i0_c1,0.968,0.5675,0.1392,0.1254
i0_c2,0.9568,0.5565,0.1584,0.1586
i0_c3,0.96,0.5775,0.1728,0.1497
i0_c4,0.968,0.5707,0.1552,0.177
i0_c5,0.9632,0.5705,0.1072,0.138
i0_c6,0.9744,0.5445,0.1552,0.1649
i0_c7,0.96,0.5707,0.1456,0.1764
i0_c8,0.944,0.5692,0.1472,0.15
i0_c9,0.9584,0.5571,0.1424,0.1509
i0_c10,0.9696,0.534,0.1968,0.1605
i0_c11,0.9456,0.587,0.2272,0.1874
i0_c12,0.9552,0.5729,0.1312,0.1266
i0_c13,0.9488,0.5616,0.1232,0.1271
i0_c14,0.9376,0.5893,0.1648,0.1541
i0_c15,0.9584,0.5557,0.1248,0.1251
i0_g,0.1596,0.1607,,
i1_c0,0.4432,0.3034,0.1232,0.1292
i1_c1,0.3984,0.3003,0.1744,0.1517
i1_c2,0.4576,0.3027,0.1776,0.1671
i1_c3,0.4064,0.3116,0.1856,0.1883
i1_c4,0.4112,0.2828,0.1664,0.1654
i1_c5,0.4064,0.2951,0.1552,0.1558
i1_c6,0.448,0.3033,0.208,0.1928
i1_c7,0.4048,0.2872,0.1664,0.1644
i1_c8,0.4176,0.2937,0.1648,0.1653
i1_c9,0.4448,0.3001,0.1456,0.1816
i1_c10,0.4496,0.2748,0.1632,0.161
i1_c11,0.4144,0.2964,0.1936,0.1717
i1_c12,0.4016,0.2902,0.1472,0.146
i1_c13,0.408,0.2902,0.1936,0.1772
i1_c14,0.416,0.2987,0.1808,0.1772
i1_c15,0.4416,0.2932,0.144,0.1522
i1_g,0.2291,0.2241,,
i2_c0,0.4928,0.3203,0.1952,0.1899
i2_c1,0.4288,0.317,0.1632,0.1634
i2_c2,0.4704,0.3242,0.1808,0.1794
i2_c3,0.416,0.3308,0.1808,0.1773
i2_c4,0.4528,0.3182,0.2,0.1933
i2_c5,0.4192,0.3205,0.2016,0.1905
i2_c6,0.4704,0.328,0.2432,0.1995
i2_c7,0.432,0.313,0.1872,0.1764
i2_c8,0.4272,0.3172,0.1424,0.1675
i2_c9,0.4256,0.3304,0.1568,0.1519
i2_c10,0.4368,0.3154,0.1616,0.1805
i2_c11,0.4672,0.3292,0.1856,0.1887
i2_c12,0.4064,0.3126,0.1824,0.1612
i2_c13,0.432,0.3213,0.1712,0.1679
i2_c14,0.4384,0.3206,0.1904,0.1984
i2_c15,0.424,0.3323,0.192,0.173
i2_g,0.2639,0.2628,,
i3_c0,0.464,0.3357,0.1936,0.1747
i3_c1,0.4672,0.3415,0.1744,0.1837
i3_c2,0.4816,0.3442,0.216,0.1865
i3_c3,0.448,0.3434,0.1872,0.1909
i3_c4,0.4576,0.3438,0.1696,0.1801
i3_c5,0.4544,0.3362,0.1648,0.1748
i3_c6,0.4752,0.3472,0.2032,0.1821
i3_c7,0.4688,0.3448,0.2208,0.2127
i3_c8,0.432,0.3432,0.1888,0.1597
i3_c9,0.4576,0.3438,0.184,0.1857
i3_c10,0.4368,0.3374,0.208,0.2087
i3_c11,0.456,0.3422,0.2336,0.2129
i3_c12,0.4256,0.3343,0.1792,0.18
i3_c13,0.4656,0.3359,0.2032,0.2009
i3_c14,0.4624,0.3416,0.1872,0.1878
i3_c15,0.4304,0.3502,0.1712,0.1747
i3_g,0.2806,0.2728,,
i4_c0,0.4528,0.3372,0.2128,0.1831
i4_c1,0.4448,0.3459,0.232,0.2342
i4_c2,0.4992,0.3493,0.1872,0.1784
i4_c3,0.4496,0.3382,0.1872,0.1731
i4_c4,0.4336,0.3434,0.1968,0.1882
