,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9102,0.8275,0.1412,0.1362
i0_c1,0.9008,0.827,0.14,0.1365
i0_g,0.151,0.1546,,
i1_c0,0.7446,0.6725,0.2068,0.2037
i1_c1,0.7218,0.6577,0.242,0.2419
i1_g,0.2484,0.2571,,
i2_c0,0.7556,0.689,0.2418,0.2439
i2_c1,0.755,0.697,0.2532,0.254
i2_g,0.2911,0.2896,,
i3_c0,0.7816,0.705,0.2988,0.2923
i3_c1,0.7692,0.697,0.2582,0.2552
i3_g,0.321,0.3154,,
i4_c0,0.7824,0.7063,0.291,0.2865
i4_c1,0.7736,0.6999,0.323,0.3227
i4_g,0.3611,0.3564,,
i5_c0,0.7664,0.6978,0.3292,0.3279
i5_c1,0.7546,0.6786,0.3372,0.3353
i5_g,0.3688,0.3638,,
i6_c0,0.7702,0.7003,0.3546,0.3513
i6_c1,0.7628,0.69,0.3644,0.3483
i6_g,0.3978,0.3993,,
i7_c0,0.7698,0.7001,0.3632,0.3667
i7_c1,0.7666,0.7055,0.354,0.3448
i7_g,0.4076,0.4014,,
i8_c0,0.7788,0.7103,0.4042,0.3909
i8_c1,0.7724,0.7041,0.3764,0.3646
i8_g,0.451,0.4356,,
i9_c0,0.7782,0.7099,0.403,0.3866
i9_c1,0.7716,0.6957,0.3378,0.3305
i9_g,0.4278,0.4141,,
