,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9728,0.5847,0.9728,0.5846
i0_c1,0.9856,0.5726,0.9824,0.5723
i0_c2,0.9808,0.5653,0.9744,0.5634
i0_c3,0.9776,0.5979,0.976,0.5881
i0_c4,0.9792,0.5837,0.968,0.5848
i0_c5,0.9792,0.5725,0.9824,0.5743
i0_c6,0.9856,0.5549,0.984,0.5545
i0_c7,0.9824,0.5861,0.9792,0.5854
i0_c8,0.9744,0.5814,0.9648,0.5834
i0_c9,0.9776,0.5679,0.9696,0.5659
i0_c10,0.9888,0.542,0.9808,0.5397
i0_c11,0.9776,0.5943,0.9696,0.5888
i0_c12,0.9856,0.5837,0.9792,0.5801
i0_c13,0.976,0.5709,0.9744,0.571
i0_c14,0.968,0.5986,0.96,0.5946
i0_c15,0.9728,0.5664,0.9696,0.5689
i0_g,0.7699,0.738,,
i1_c0,0.9952,0.6255,0.984,0.6244
i1_c1,0.9888,0.6051,0.9872,0.6039
i1_c2,0.9984,0.5946,0.9968,0.5957
i1_c3,0.9824,0.6325,0.9808,0.6266
i1_c4,0.992,0.6188,0.9904,0.6196
i1_c5,0.9904,0.6074,0.992,0.607
i1_c6,0.9968,0.5927,0.9904,0.5941
i1_c7,0.9824,0.6253,0.9808,0.626
i1_c8,0.9824,0.6093,0.9792,0.6051
i1_c9,0.9808,0.6076,0.9824,0.602
i1_c10,0.992,0.5828,0.992,0.5785
i1_c11,0.9856,0.6255,0.9744,0.6257
i1_c12,0.992,0.6217,0.9904,0.6229
i1_c13,0.9936,0.6019,0.9872,0.5984
i1_c14,0.9792,0.6269,0.9808,0.6256
i1_c15,0.9952,0.6024,0.9888,0.5975
i1_g,0.8027,0.7651,,
i2_c0,0.9888,0.649,0.9904,0.6451
i2_c1,0.9968,0.62,0.9968,0.6184
i2_c2,0.9936,0.6102,0.992,0.607
i2_c3,0.9856,0.6475,0.9872,0.6441
i2_c4,0.9936,0.6336,0.992,0.6292
i2_c5,1.0,0.6281,0.9968,0.6258
i2_c6,0.9968,0.6155,0.9952,0.6143
i2_c7,0.9936,0.6427,0.992,0.641
i2_c8,0.984,0.6213,0.9824,0.6168
i2_c9,0.9904,0.6188,0.9856,0.6172
i2_c10,0.9968,0.6076,0.9968,0.6092
i2_c11,0.9872,0.6322,0.9856,0.6334
i2_c12,0.9984,0.6424,0.9968,0.6384
i2_c13,0.9888,0.6192,0.9888,0.6207
i2_c14,0.9936,0.6508,0.9872,0.6472
i2_c15,0.9952,0.6235,0.9952,0.6213
i2_g,0.815,0.7764,,
i3_c0,0.9968,0.6563,0.9856,0.6526
i3_c1,0.9936,0.6311,0.992,0.63
i3_c2,1.0,0.635,1.0,0.632
i3_c3,0.9936,0.6576,0.9904,0.6569
i3_c4,0.9952,0.6423,0.992,0.6382
i3_c5,0.9984,0.6381,0.9968,0.6352
i3_c6,0.9984,0.6241,0.9968,0.6219
i3_c7,0.9936,0.6523,0.9888,0.6453
i3_c8,0.9856,0.6347,0.9872,0.6329
i3_c9,0.9968,0.6284,0.9952,0.6293
i3_c10,0.9968,0.6222,0.9968,0.6236
i3_c11,0.9968,0.643,0.992,0.6403
i3_c12,0.9984,0.6486,0.9936,0.6531
i3_c13,0.9952,0.6297,0.9952,0.6301
i3_c14,0.9952,0.6571,0.9936,0.6529
i3_c15,0.9952,0.6328,0.9936,0.6316
i3_g,0.8219,0.785,,
i4_c0,0.9984,0.6656,0.992,0.657
i4_c1,1.0,0.6337,0.9968,0.6367
i4_c2,1.0,0.6357,0.9984,0.6342
i4_c3,0.9936,0.659,0.9888,0.6577
i4_c4,0.9936,0.645,0.9936,0.6453
i4_c5,1.0,0.6424,0.9936,0.638
i4_c6,0.9952,0.6316,0.9952,0.6305
i4_c7,0.992,0.6567,0.9888,0.6552
i4_c8,0.9904,0.6365,0.9888,0.6318
i4_c9,0.9904,0.6363,0.9936,0.6355
i4_c10,0.9968,0.6277,0.9904,0.6266
i4_c11,0.9888,0.6504,0.9872,0.6485
i4_c12,1.0,0.6543,0.9984,0.6531
i4_c13,0.9968,0.6338,0.9904,0.6356
i4_c14,0.9936,0.6621,0.9936,0.6625
i4_c15,0.9984,0.6369,0.9984,0.638
i4_g,0.8271,0.7876,,
i5_c0,1.0,0.6661,0.9984,0.6596
i5_c1,0.9952,0.636,0.9952,0.6323
i5_c2,1.0,0.6415,0.9968,0.6426
i5_c3,0.9872,0.6602,0.9856,0.6577
i5_c4,0.9936,0.6495,0.992,0.6474
i5_c5,1.0,0.6436,0.9968,0.642
i5_c6,0.9984,0.6399,0.9968,0.6352
i5_c7,0.9968,0.6608,0.9968,0.6575
i5_c8,0.9856,0.6385,0.9808,0.6352
i5_c9,0.9952,0.6387,0.9904,0.642
i5_c10,0.9952,0.6348,0.9952,0.63
i5_c11,0.9984,0.6542,0.9952,0.6521
i5_c12,1.0,0.6578,0.9984,0.6537
i5_c13,0.9952,0.6419,0.9936,0.6404
i5_c14,0.9904,0.6687,0.9856,0.6646
i5_c15,0.9984,0.6394,0.992,0.6401
i5_g,0.8304,0.7908,,
i6_c0,0.9984,0.6694,0.9968,0.6688
i6_c1,0.9968,0.6392,0.9936,0.6383
i6_c2,0.9984,0.6477,0.9984,0.6494
i6_c3,0.9872,0.6679,0.9872,0.665
i6_c4,0.9936,0.6493,0.9888,0.6476
i6_c5,0.9984,0.6497,0.9984,0.6453
i6_c6,0.9952,0.6401,0.9968,0.6353
i6_c7,0.9872,0.6652,0.9936,0.6617
i6_c8,0.9904,0.641,0.984,0.6434
i6_c9,0.992,0.6436,0.992,0.6426
i6_c10,1.0,0.6357,0.9984,0.6366
i6_c11,0.992,0.6518,0.9872,0.6465
i6_c12,1.0,0.6562,0.9984,0.6556
i6_c13,0.9968,0.6438,0.9904,0.6419
i6_c14,0.9952,0.67,0.9888,0.6694
i6_c15,1.0,0.6419,0.9968,0.642
i6_g,0.8329,0.7912,,
i7_c0,0.9936,0.6702,0.9952,0.6721
i7_c1,0.9984,0.6376,0.9968,0.635
i7_c2,1.0,0.6502,0.9984,0.6503
i7_c3,0.992,0.6701,0.992,0.6684
i7_c4,0.9984,0.652,0.9984,0.6497
i7_c5,0.9984,0.6483,0.9952,0.6479
i7_c6,0.9968,0.6409,1.0,0.6398
i7_c7,0.9952,0.6662,0.9952,0.662
i7_c8,0.9856,0.64,0.9792,0.6404
i7_c9,0.992,0.6437,0.9904,0.6423
i7_c10,0.9968,0.6349,0.9952,0.6314
i7_c11,0.9968,0.6558,0.9936,0.6511
i7_c12,0.9968,0.6609,0.9984,0.6603
i7_c13,0.9936,0.6452,0.9952,0.6416
i7_c14,0.9952,0.6724,0.9904,0.6713
i7_c15,0.9984,0.6453,0.9984,0.6447
i7_g,0.835,0.7932,,
i8_c0,0.9952,0.6729,0.9968,0.6745
i8_c1,0.9984,0.6374,0.9936,0.6374
i8_c2,0.9984,0.6536,0.9968,0.6509
i8_c3,0.9888,0.672,0.9936,0.6678
i8_c4,0.9904,0.6569,0.9904,0.6545
i8_c5,1.0,0.6531,0.9936,0.6504
i8_c6,0.9968,0.6425,0.9904,0.6402
i8_c7,0.9936,0.6674,0.9952,0.6658
i8_c8,0.992,0.6433,0.9888,0.6418
i8_c9,0.9904,0.6435,0.9856,0.6432
i8_c10,1.0,0.6389,1.0,0.6379
i8_c11,0.9968,0.6542,0.9936,0.6538
i8_c12,1.0,0.6629,0.9952,0.6609
i8_c13,0.9968,0.6432,0.9936,0.6396
i8_c14,0.9904,0.6684,0.992,0.6708
i8_c15,0.9984,0.6481,0.9952,0.6472
i8_g,0.8376,0.7936,,
i9_c0,0.9968,0.6741,0.9952,0.6679
i9_c1,0.9968,0.6472,0.9968,0.645
i9_c2,1.0,0.6518,0.9984,0.6482
i9_c3,0.992,0.672,0.9936,0.6729
i9_c4,0.9968,0.6556,0.9936,0.653
i9_c5,0.9984,0.6513,0.9984,0.6519
i9_c6,0.9952,0.6418,0.9952,0.6407
i9_c7,0.9984,0.6668,0.9984,0.6665
i9_c8,0.9904,0.6426,0.9888,0.6385
i9_c9,0.9952,0.6404,0.992,0.6378
i9_c10,1.0,0.6377,0.9968,0.6346
i9_c11,0.9984,0.6577,0.9936,0.6514
i9_c12,1.0,0.6601,1.0,0.6589
i9_c13,0.9936,0.6458,0.9936,0.6475
i9_c14,0.9952,0.6748,0.9936,0.673
i9_c15,0.9984,0.6461,0.9968,0.6468
i9_g,0.8352,0.795,,
