,0,1
i0_c0,1.0,0.4378
i0_c1,1.0,0.4392
i0_g,0.9781,0.5246
i1_c0,1.0,0.4395
i1_c1,1.0,0.4408
i1_g,0.9788,0.5242
i2_c0,1.0,0.4397
i2_c1,1.0,0.4392
i2_g,0.979,0.5241
i3_c0,1.0,0.4384
i3_c1,1.0,0.4389
i3_g,0.9793,0.5234
i4_c0,1.0,0.4385
i4_c1,1.0,0.4392
i4_g,0.9788,0.5235
