,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8862,0.8177,0.2068,0.1987
i0_c1,0.8882,0.8108,0.2614,0.2713
i0_g,0.2731,0.2717,,
i1_c0,0.9104,0.8215,0.3342,0.3248
i1_c1,0.9036,0.8242,0.277,0.2691
i1_g,0.3449,0.3423,,
i2_c0,0.9126,0.8308,0.3244,0.3251
i2_c1,0.9044,0.8228,0.3418,0.339
i2_g,0.3787,0.3691,,
i3_c0,0.9142,0.8226,0.339,0.3181
i3_c1,0.906,0.8308,0.3424,0.3299
i3_g,0.3677,0.3686,,
i4_c0,0.9154,0.8316,0.3602,0.3472
i4_c1,0.9126,0.8298,0.322,0.3112
i4_g,0.3793,0.3824,,
i5_c0,0.914,0.8324,0.3368,0.3318
i5_c1,0.9076,0.829,0.3442,0.3588
i5_g,0.4086,0.411,,
i6_c0,0.921,0.8316,0.3812,0.3759
i6_c1,0.9088,0.8346,0.3486,0.3411
i6_g,0.4118,0.4068,,
i7_c0,0.9214,0.8263,0.3878,0.3844
i7_c1,0.9192,0.8325,0.3434,0.3535
i7_g,0.4222,0.4212,,
i8_c0,0.9206,0.8318,0.3894,0.3603
i8_c1,0.9168,0.8341,0.37,0.3618
i8_g,0.4283,0.41,,
i9_c0,0.9204,0.8276,0.3808,0.3838
i9_c1,0.9182,0.8332,0.3864,0.3926
i9_g,0.4396,0.4494,,
