,train_acc,test_acc,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i4_c20.npy,1.0,0.4105,4,c20,0.9193376068376069,0.006454618575638152,0.8621901257162111,0.009460125824735223,0.9983974358974358,0.0035834422716342655
i4_c21.npy,1.0,0.393,4,c21,0.9163995726495725,0.011041680880659384,0.8608405984363218,0.012936580156314163,0.9935897435897436,0.0058517367254825635
i4_c22.npy,1.0,0.3732,4,c22,0.9075854700854702,0.005827303480040425,0.8481338721535324,0.007091301331044322,0.9930555555555557,0.005368523301880829
i4_c23.npy,1.0,0.3819,4,c23,0.9017094017094017,0.0065205959485756726,0.8358131620166636,0.009072689612274094,1.0,0.0
i4_c24.npy,1.0,0.3888,4,c24,0.9089209401709403,0.005102824031662055,0.8459730143573007,0.007238063012985488,1.0,0.0
i4_c25.npy,1.0,0.3688,4,c25,0.8969017094017094,0.012742372266962133,0.8299162785749908,0.016014338164469098,0.9989316239316239,0.002388961514422844
i4_c26.npy,1.0,0.3728,4,c26,0.9139957264957265,0.007146948803557508,0.8562537904550486,0.009201601986174299,0.9951923076923078,0.008012820512820524
i4_c27.npy,1.0,0.3742,4,c27,0.9091880341880342,0.006840944698111993,0.8464051169577865,0.009687802491579134,1.0,0.0
i4_c28.npy,1.0,0.4091,4,c28,0.9123931623931624,0.0077778951808552274,0.8519912127018828,0.010510717636532153,0.9983974358974358,0.0035834422716342655
i4_c29.npy,1.0,0.365,4,c29,0.9091880341880342,0.006964959834618189,0.8476051286811351,0.008150591052994512,0.9978632478632479,0.004777923028845688
i4_c30.npy,1.0,0.4074,4,c30,0.9172008547008547,0.006454618575638138,0.8602909778462303,0.007670796903710901,0.9962606837606837,0.005972403786057148
i4_c31.npy,1.0,0.3872,4,c31,0.9075854700854701,0.0034204723490559967,0.84494856224519,0.00375797349382841,0.9983974358974358,0.0035834422716342655
i4_g.npy,0.7328,0.4866,4,g,0.5949916666666667,0.006169441943068174,0.701898045005667,0.015825081491074026,0.3312333333333333,0.02062495791241497
i5_c0.npy,1.0,0.4345,5,c0,0.8685897435897436,0.008530298836897083,0.7930049241575573,0.010512339438754213,0.9978632478632479,0.002388961514422844
i5_c1.npy,1.0,0.4122,5,c1,0.8864850427350427,0.0064380185861079,0.8155888307894318,0.0078031479924848155,0.9989316239316239,0.002388961514422844
i5_c2.npy,1.0,0.3747,5,c2,0.8910256410256411,0.005628020167122222,0.8219752836659197,0.007705260636372713,0.9983974358974358,0.0024479571020063163
i5_c3.npy,1.0,0.4043,5,c3,0.8696581196581197,0.006903230760320534,0.793554732371122,0.008466813270921286,0.9994658119658121,0.001194480757211422
i5_c4.npy,1.0,0.4055,5,c4,0.8859508547008548,0.007981598716604667,0.8156816675647308,0.008043400698092085,0.99732905982906,0.00597240378605715
i5_c5.npy,1.0,0.4026,5,c5,0.8766025641025642,0.00806606243084479,0.8031870917424172,0.009419758971183483,0.9978632478632479,0.0035434025537984916
i5_c6.npy,1.0,0.4118,5,c6,0.8685897435897436,0.012719958226272077,0.7934081011249071,0.01575686467593293,0.99732905982906,0.004687480976170989
i5_c7.npy,1.0,0.4287,5,c7,0.8990384615384616,0.010426934452961079,0.8334061535534909,0.014007299930577406,0.9978632478632479,0.0035434025537984916
i5_c8.npy,1.0,0.3935,5,c8,0.87767094017094,0.0054476704205050925,0.8071792318888257,0.006696324717184759,0.9925213675213675,0.00440502737779663
i5_c9.npy,1.0,0.3949,5,c9,0.8760683760683761,0.005753381204203509,0.8021831853511326,0.0063372683091953395,0.9983974358974358,0.0035834422716342655
i5_c10.npy,1.0,0.4136,5,c10,0.8715277777777777,0.010924765671056375,0.7967656177180186,0.01284599874741041,0.9978632478632479,0.004777923028845688
i5_c11.npy,1.0,0.3779,5,c11,0.8613782051282053,0.014145900295796321,0.7842550648982773,0.016838978292998304,0.9978632478632479,0.0035434025537984916
i5_c12.npy,1.0,0.4013,5,c12,0.8774038461538463,0.008958605679085664,0.8042146788552857,0.009706301898379196,0.9978632478632479,0.004777923028845688
i5_c13.npy,1.0,0.3787,5,c13,0.8717948717948718,0.009922102361648881,0.7976138383453423,0.01227587073524977,0.9967948717948718,0.00370096326403605
i5_c14.npy,1.0,0.4263,5,c14,0.8669871794871794,0.009018131953063105,0.7924997643134359,0.01118493877742447,0.9946581196581198,0.0035434025537984916
