,train_acc,test_acc
i0_c0,0.7912,0.6448
i0_c1,0.77,0.6358
i0_c2,0.776,0.6273
i0_c3,0.7576,0.6532
i0_g,0.7251,0.6807
i1_c0,0.8312,0.6947
i1_c1,0.8164,0.6882
i1_c2,0.8264,0.6895
i1_c3,0.8144,0.7033
i1_g,0.7794,0.737
i2_c0,0.8568,0.7213
i2_c1,0.85,0.7194
i2_c2,0.8436,0.7133
i2_c3,0.8404,0.74
i2_g,0.808,0.7678
i3_c0,0.8752,0.7392
i3_c1,0.8588,0.7367
i3_c2,0.8644,0.7339
i3_c3,0.8472,0.7531
i3_g,0.8236,0.7841
i4_c0,0.8868,0.7568
i4_c1,0.8724,0.7461
i4_c2,0.8784,0.7515
i4_c3,0.864,0.7657
i4_g,0.8352,0.7987
i5_c0,0.89,0.7645
i5_c1,0.8864,0.7601
i5_c2,0.8876,0.7625
i5_c3,0.874,0.7717
i5_g,0.8461,0.8041
i6_c0,0.902,0.776
i6_c1,0.8948,0.764
i6_c2,0.8924,0.768
i6_c3,0.8784,0.7771
i6_g,0.8537,0.8135
i7_c0,0.9012,0.7806
i7_c1,0.894,0.7732
i7_c2,0.8988,0.7771
i7_c3,0.8896,0.7806
i7_g,0.8556,0.817
i8_c0,0.9128,0.7873
i8_c1,0.8984,0.7741
i8_c2,0.8988,0.7818
i8_c3,0.8928,0.792
i8_g,0.86,0.8208
i9_c0,0.9136,0.7906
i9_c1,0.9,0.7832
i9_c2,0.9016,0.7882
i9_c3,0.8992,0.7917
i9_g,0.8668,0.8248
