,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9512,0.707,0.1304,0.1385
i0_c1,0.9464,0.7015,0.1328,0.1235
i0_c2,0.9544,0.7097,0.1648,0.1424
i0_c3,0.9552,0.698,0.1376,0.1311
i0_c4,0.9248,0.7034,0.1744,0.1699
i0_c5,0.944,0.7138,0.1448,0.1377
i0_c6,0.9448,0.704,0.1184,0.1267
i0_c7,0.9376,0.7368,0.192,0.1944
i0_g,0.1662,0.1615,,
i1_c0,0.7744,0.5237,0.1528,0.1597
i1_c1,0.7568,0.5221,0.1896,0.1835
i1_c2,0.7736,0.532,0.1656,0.1567
i1_c3,0.7528,0.5166,0.1672,0.1648
i1_c4,0.7488,0.5239,0.1944,0.1768
i1_c5,0.7616,0.523,0.1968,0.1805
i1_c6,0.7536,0.515,0.2112,0.1971
i1_c7,0.7528,0.5322,0.2,0.2014
i1_g,0.2545,0.2421,,
i2_c0,0.7832,0.5284,0.224,0.2121
i2_c1,0.7744,0.5449,0.164,0.172
i2_c2,0.7808,0.5431,0.1672,0.1582
i2_c3,0.7784,0.5305,0.1976,0.1892
i2_c4,0.7536,0.5432,0.1984,0.1804
i2_c5,0.7856,0.5367,0.2096,0.202
i2_c6,0.768,0.5195,0.1488,0.152
i2_c7,0.7672,0.5522,0.1936,0.1956
i2_g,0.2555,0.2401,,
i3_c0,0.8056,0.5513,0.2192,0.1981
i3_c1,0.836,0.5801,0.2152,0.2056
i3_c2,0.812,0.5736,0.1632,0.1607
i3_c3,0.7952,0.5397,0.212,0.2094
i3_c4,0.7704,0.559,0.1872,0.2005
i3_c5,0.8176,0.5657,0.1864,0.1745
i3_c6,0.7832,0.5655,0.2304,0.2073
i3_c7,0.772,0.5566,0.2008,0.1925
i3_g,0.2928,0.2906,,
i4_c0,0.812,0.5646,0.2072,0.1961
i4_c1,0.8008,0.5708,0.2304,0.2102
i4_c2,0.8304,0.5686,0.2136,0.1953
i4_c3,0.796,0.5589,0.232,0.2065
i4_c4,0.772,0.5631,0.2048,0.1863
i4_c5,0.7952,0.5718,0.2368,0.2228
i4_c6,0.784,0.5666,0.192,0.1709
i4_c7,0.78,0.5601,0.1912,0.1672
i4_g,0.2846,0.2784,,
i5_c0,0.8104,0.5667,0.2016,0.2188
i5_c1,0.8064,0.5783,0.212,0.1988
i5_c2,0.7976,0.5799,0.1864,0.2001
i5_c3,0.7976,0.5603,0.2152,0.2056
i5_c4,0.7824,0.5806,0.1992,0.191
i5_c5,0.8112,0.5668,0.1992,0.1969
i5_c6,0.8008,0.5692,0.2376,0.2394
i5_c7,0.7968,0.5775,0.2168,0.2202
i5_g,0.3107,0.3152,,
i6_c0,0.816,0.5686,0.1968,0.178
i6_c1,0.8152,0.5776,0.2088,0.2065
i6_c2,0.8016,0.5626,0.1576,0.1689
i6_c3,0.8056,0.563,0.2104,0.1936
i6_c4,0.7896,0.572,0.2,0.1974
i6_c5,0.8088,0.5587,0.204,0.2077
i6_c6,0.7848,0.559,0.2048,0.1806
i6_c7,0.796,0.5644,0.2336,0.2128
i6_g,0.2666,0.2684,,
i7_c0,0.7832,0.5491,0.2208,0.1969
i7_c1,0.7872,0.5518,0.2096,0.2
i7_c2,0.792,0.5445,0.2584,0.2717
i7_c3,0.7672,0.5434,0.192,0.1816
i7_c4,0.7488,0.5355,0.2248,0.2109
i7_c5,0.784,0.5413,0.2,0.199
i7_c6,0.7736,0.55,0.2032,0.2055
i7_c7,0.7392,0.5573,0.1736,0.1883
i7_g,0.3016,0.301,,
i8_c0,0.792,0.5687,0.208,0.1993
i8_c1,0.7992,0.5563,0.224,0.2103
i8_c2,0.7968,0.5696,0.1944,0.1888
i8_c3,0.7744,0.5575,0.196,0.1833
i8_c4,0.764,0.5656,0.1952,0.1984
i8_c5,0.8112,0.5727,0.1944,0.1931
i8_c6,0.776,0.5577,0.2752,0.2586
i8_c7,0.7856,0.5691,0.2288,0.2258
i8_g,0.3081,0.2975,,
i9_c0,0.8256,0.5701,0.2112,0.2125
i9_c1,0.824,0.5764,0.2704,0.2379
i9_c2,0.812,0.5659,0.2296,0.2127
i9_c3,0.8208,0.5725,0.2368,0.2368
i9_c4,0.7928,0.5708,0.2416,0.2421
i9_c5,0.804,0.5639,0.216,0.2147
i9_c6,0.792,0.5693,0.2024,0.2137
i9_c7,0.816,0.5843,0.1864,0.1944
i9_g,0.3344,0.3312,,
