,train_acc,test_acc
i4_g,0.6345,0.4225
i5_c0,0.9488,0.3807
i5_c1,0.9376,0.3708
i5_c2,0.9456,0.3704
i5_c3,0.944,0.4007
i5_c4,0.9408,0.3777
i5_c5,0.9488,0.3974
i5_c6,0.944,0.3634
i5_c7,0.9408,0.3986
i5_c8,0.9536,0.4209
i5_c9,0.9248,0.3874
i5_c10,0.944,0.3972
i5_c11,0.9376,0.3695
i5_c12,0.936,0.3702
i5_c13,0.9488,0.3742
i5_c14,0.9488,0.3872
i5_c15,0.9504,0.4037
i5_g,0.6847,0.4517
i6_c0,0.96,0.4136
i6_c1,0.9408,0.3971
i6_c2,0.9584,0.4016
i6_c3,0.9616,0.4194
i6_c4,0.9552,0.4077
i6_c5,0.9584,0.4216
i6_c6,0.9552,0.3922
i6_c7,0.9504,0.4119
i6_c8,0.9584,0.4354
i6_c9,0.9408,0.4108
i6_c10,0.9488,0.4212
i6_c11,0.9568,0.4
i6_c12,0.9488,0.4043
i6_c13,0.9552,0.4018
i6_c14,0.9584,0.4048
i6_c15,0.96,0.4271
i6_g,0.7256,0.4737
i7_c0,0.9776,0.4239
i7_c1,0.9632,0.4113
i7_c2,0.9584,0.411
i7_c3,0.9632,0.4403
i7_c4,0.9552,0.4268
i7_c5,0.9728,0.4501
i7_c6,0.9696,0.4122
i7_c7,0.9664,0.4378
i7_c8,0.9744,0.45
i7_c9,0.96,0.4303
i7_c10,0.96,0.4349
i7_c11,0.9504,0.4131
i7_c12,0.9568,0.4249
i7_c13,0.968,0.4166
i7_c14,0.9616,0.4171
i7_c15,0.9568,0.448
i7_g,0.7588,0.4942
i8_c0,0.9744,0.4433
i8_c1,0.9648,0.4253
i8_c2,0.9696,0.4262
i8_c3,0.9664,0.458
i8_c4,0.9616,0.4435
i8_c5,0.9744,0.4604
i8_c6,0.9616,0.4281
i8_c7,0.9616,0.4459
i8_c8,0.976,0.4598
i8_c9,0.9632,0.445
i8_c10,0.9632,0.4505
i8_c11,0.9632,0.4294
i8_c12,0.9616,0.4396
i8_c13,0.9648,0.4283
i8_c14,0.9632,0.4319
i8_c15,0.9696,0.4537
i8_g,0.7826,0.5057
i9_c0,0.9776,0.4548
i9_c1,0.9712,0.4296
i9_c2,0.976,0.4433
i9_c3,0.9728,0.4618
i9_c4,0.9712,0.4571
i9_c5,0.984,0.4693
i9_c6,0.976,0.4443
i9_c7,0.9696,0.4557
i9_c8,0.9808,0.47
i9_c9,0.9632,0.4551
i9_c10,0.9696,0.461
i9_c11,0.9664,0.4419
i9_c12,0.9696,0.4491
i9_c13,0.9696,0.447
i9_c14,0.9776,0.4484
i9_c15,0.9744,0.4735
i9_g,0.8038,0.5125
i10_c0,0.9824,0.4663
i10_c1,0.9696,0.4407
i10_c2,0.9792,0.4595
i10_c3,0.9776,0.4723
i10_c4,0.976,0.4538
i10_c5,0.9872,0.4773
i10_c6,0.9728,0.454
i10_c7,0.9728,0.4631
i10_c8,0.984,0.4812
i10_c9,0.9664,0.4721
i10_c10,0.9776,0.4759
i10_c11,0.9696,0.4484
i10_c12,0.968,0.4501
i10_c13,0.9696,0.461
i10_c14,0.9808,0.4576
i10_c15,0.976,0.4769
i10_g,0.8222,0.5204
i11_c0,0.9824,0.4688
i11_c1,0.9776,0.4489
i11_c2,0.9824,0.4624
i11_c3,0.984,0.483
i11_c4,0.9792,0.4714
i11_c5,0.9856,0.4841
i11_c6,0.9792,0.4664
i11_c7,0.9824,0.4723
i11_c8,0.9792,0.4873
i11_c9,0.968,0.4769
i11_c10,0.976,0.4776
i11_c11,0.9792,0.464
i11_c12,0.976,0.4761
i11_c13,0.9792,0.4701
i11_c14,0.9792,0.4632
i11_c15,0.976,0.4934
i11_g,0.8379,0.5283
i12_c0,0.9888,0.475
i12_c1,0.976,0.4531
i12_c2,0.9792,0.4737
i12_c3,0.9824,0.4864
i12_c4,0.9872,0.4726
i12_c5,0.9904,0.4948
i12_c6,0.976,0.4754
i12_c7,0.9824,0.4777
i12_c8,0.984,0.4932
i12_c9,0.976,0.4805
i12_c10,0.9824,0.4857
i12_c11,0.976,0.4697
i12_c12,0.9744,0.4797
i12_c13,0.9792,0.479
i12_c14,0.9808,0.4731
i12_c15,0.984,0.4957
i12_g,0.8494,0.5317
i13_c0,0.992,0.4897
i13_c1,0.984,0.4656
i13_c2,0.9824,0.4765
i13_c3,0.984,0.496
i13_c4,0.9792,0.4775
i13_c5,0.9904,0.4973
i13_c6,0.976,0.4812
i13_c7,0.9888,0.4874
i13_c8,0.9872,0.4996
i13_c9,0.9792,0.4879
i13_c10,0.9888,0.4943
i13_c11,0.9808,0.4724
i13_c12,0.9824,0.4853
i13_c13,0.9808,0.484
i13_c14,0.9824,0.4711
i13_c15,0.9824,0.5041
i13_g,0.8625,0.5372
i14_c0,0.984,0.4919
i14_c1,0.9824,0.4731
i14_c2,0.984,0.4804
i14_c3,0.9856,0.4961
i14_c4,0.984,0.4845
i14_c5,0.9888,0.5002
i14_c6,0.9728,0.4893
i14_c7,0.9888,0.4889
i14_c8,0.9904,0.5065
i14_c9,0.9744,0.4907
i14_c10,0.9808,0.4973
i14_c11,0.984,0.4837
i14_c12,0.9808,0.4896
i14_c13,0.9792,0.4896
i14_c14,0.9904,0.477
i14_c15,0.984,0.5069
i14_g,0.8708,0.541
i15_c0,0.984,0.4942
i15_c1,0.9856,0.4747
i15_c2,0.984,0.4895
i15_c3,0.9856,0.5037
i15_c4,0.9904,0.4898
i15_c5,0.9904,0.5052
i15_c6,0.9792,0.4958
i15_c7,0.9872,0.4945
i15_c8,0.9904,0.5038
i15_c9,0.9792,0.492
i15_c10,0.984,0.4972
i15_c11,0.9856,0.4887
i15_c12,0.9808,0.4942
i15_c13,0.9872,0.4945
i15_c14,0.984,0.4844
i15_c15,0.9872,0.5085
i15_g,0.8794,0.5422
i16_c0,0.992,0.4965
i16_c1,0.9872,0.4782
i16_c2,0.9904,0.4905
i16_c3,0.984,0.5053
i16_c4,0.9856,0.4953
i16_c5,0.992,0.4999
i16_c6,0.9856,0.5012
i16_c7,0.9872,0.4961
i16_c8,0.9904,0.5095
i16_c9,0.9808,0.5002
i16_c10,0.9856,0.5048
i16_c11,0.9856,0.4864
i16_c12,0.984,0.4942
i16_c13,0.9824,0.5016
i16_c14,0.992,0.4911
i16_c15,0.9904,0.5172
i16_g,0.8849,0.5412
i17_c0,0.992,0.5042
i17_c1,0.984,0.4812
i17_c2,0.984,0.4963
i17_c3,0.984,0.5111
i17_c4,0.9872,0.496
i17_c5,0.9952,0.5072
i17_c6,0.9872,0.5049
i17_c7,0.9904,0.5034
i17_c8,0.992,0.5138
i17_c9,0.984,0.4979
i17_c10,0.9856,0.5116
i17_c11,0.9872,0.4943
i17_c12,0.9856,0.5003
i17_c13,0.9872,0.5066
i17_c14,0.9936,0.4856
i17_c15,0.9888,0.516
i17_g,0.8942,0.5433
i18_c0,0.992,0.4996
i18_c1,0.9904,0.4901
i18_c2,0.9888,0.497
i18_c3,0.9888,0.5062
i18_c4,0.9888,0.5027
i18_c5,0.9936,0.501
i18_c6,0.9856,0.5054
i18_c7,0.9872,0.5018
i18_c8,0.992,0.5096
i18_c9,0.9856,0.4987
i18_c10,0.9888,0.5103
i18_c11,0.9824,0.4971
i18_c12,0.9888,0.5058
i18_c13,0.992,0.5059
i18_c14,0.9936,0.4951
i18_c15,0.9904,0.5173
i18_g,0.899,0.5452
i19_c0,0.992,0.5003
i19_c1,0.992,0.4944
i19_c2,0.9952,0.5019
i19_c3,0.9904,0.5148
i19_c4,0.9904,0.504
i19_c5,0.9936,0.5095
i19_c6,0.9856,0.5089
i19_c7,0.9856,0.5061
i19_c8,0.992,0.5197
i19_c9,0.9888,0.5039
i19_c10,0.9872,0.5112
i19_c11,0.9856,0.5032
i19_c12,0.9888,0.5062
i19_c13,0.9904,0.5072
i19_c14,0.9888,0.491
i19_c15,0.992,0.5186
i19_g,0.9039,0.5448
