,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9236,0.7898,0.2144,0.2191
i0_c1,0.9116,0.7843,0.2208,0.2178
i0_c2,0.906,0.787,0.2324,0.2278
i0_c3,0.8992,0.7846,0.2012,0.208
i0_g,0.3047,0.2914,,
i1_c0,0.9272,0.7875,0.2584,0.2691
i1_c1,0.9204,0.7852,0.2284,0.2403
i1_c2,0.9016,0.7768,0.2048,0.2043
i1_c3,0.9188,0.7891,0.294,0.2848
i1_g,0.3393,0.3418,,
i2_c0,0.9276,0.7902,0.2372,0.2352
i2_c1,0.9212,0.7865,0.2628,0.2517
i2_c2,0.914,0.7924,0.2444,0.2281
i2_c3,0.9096,0.7893,0.2512,0.2434
i2_g,0.3426,0.3308,,
i3_c0,0.9268,0.7877,0.262,0.2584
i3_c1,0.9132,0.7825,0.2604,0.2482
i3_c2,0.914,0.7858,0.26,0.2706
i3_c3,0.92,0.7886,0.28,0.2747
i3_g,0.3422,0.3329,,
i4_c0,0.924,0.7844,0.2824,0.2788
i4_c1,0.9208,0.7812,0.23,0.2302
i4_c2,0.9096,0.7868,0.2188,0.2179
i4_c3,0.9096,0.7905,0.2588,0.2531
i4_g,0.3338,0.3375,,
i5_c0,0.932,0.7897,0.2512,0.2458
i5_c1,0.9192,0.7814,0.2704,0.2601
i5_c2,0.9112,0.7833,0.2132,0.2116
i5_c3,0.9212,0.7948,0.2524,0.2519
i5_g,0.3245,0.3084,,
i6_c0,0.9312,0.786,0.2756,0.2587
i6_c1,0.9196,0.7817,0.268,0.2576
i6_c2,0.912,0.7908,0.2184,0.2168
i6_c3,0.9144,0.7851,0.266,0.2762
i6_g,0.3252,0.3195,,
i7_c0,0.93,0.7894,0.2696,0.2629
i7_c1,0.9328,0.7861,0.2224,0.2308
i7_c2,0.9156,0.7939,0.2668,0.2544
i7_c3,0.9228,0.7938,0.2612,0.2449
i7_g,0.3454,0.3434,,
i8_c0,0.9276,0.7865,0.2608,0.2385
i8_c1,0.9144,0.7841,0.2552,0.2569
i8_c2,0.9136,0.7941,0.2568,0.2421
i8_c3,0.9164,0.7873,0.2644,0.2378
i8_g,0.3338,0.3325,,
i9_c0,0.9296,0.7876,0.2412,0.2353
i9_c1,0.9192,0.7789,0.2652,0.2685
i9_c2,0.9224,0.7923,0.2232,0.2205
i9_c3,0.918,0.7949,0.2244,0.2164
i9_g,0.3248,0.31,,
