,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9008,0.7723,0.8556,0.7509
i0_c1,0.8912,0.7722,0.8364,0.7347
i0_c2,0.8844,0.7686,0.834,0.7303
i0_c3,0.8828,0.7831,0.8368,0.7461
i0_g,0.8527,0.8174,,
i1_c0,0.9136,0.7849,0.8592,0.7476
i1_c1,0.9084,0.7747,0.864,0.7536
i1_c2,0.9028,0.7829,0.8668,0.7599
i1_c3,0.8944,0.7867,0.854,0.7541
i1_g,0.8594,0.821,,
i2_c0,0.9172,0.7858,0.8816,0.7542
i2_c1,0.912,0.7833,0.8696,0.762
i2_c2,0.8992,0.7837,0.8788,0.7575
i2_c3,0.9036,0.7881,0.8656,0.7727
i2_g,0.8687,0.8348,,
i3_c0,0.9244,0.7918,0.8868,0.7684
i3_c1,0.9228,0.7864,0.8864,0.7699
i3_c2,0.9128,0.7894,0.8704,0.7665
i3_c3,0.9036,0.7937,0.8736,0.7687
i3_g,0.8754,0.8359,,
i4_c0,0.9216,0.7892,0.8864,0.7592
i4_c1,0.9152,0.7836,0.8648,0.7453
i4_c2,0.9092,0.788,0.8564,0.7567
i4_c3,0.914,0.7928,0.8776,0.7713
i4_g,0.8703,0.8308,,
i5_c0,0.9168,0.7831,0.868,0.7541
i5_c1,0.924,0.7843,0.878,0.7683
i5_c2,0.9048,0.7953,0.8644,0.7737
i5_c3,0.9048,0.7883,0.86,0.7614
i5_g,0.8685,0.8319,,
i6_c0,0.9268,0.7984,0.8828,0.7715
i6_c1,0.9148,0.7859,0.8788,0.7586
i6_c2,0.9132,0.7939,0.8732,0.7689
i6_c3,0.9124,0.7876,0.8764,0.7618
i6_g,0.8704,0.8351,,
i7_c0,0.926,0.7937,0.8936,0.7731
i7_c1,0.9252,0.7915,0.8852,0.7714
i7_c2,0.9116,0.7866,0.8752,0.7757
i7_c3,0.9084,0.8002,0.8656,0.777
i7_g,0.871,0.8351,,
i8_c0,0.9268,0.7878,0.884,0.7564
i8_c1,0.9188,0.7895,0.8848,0.7726
i8_c2,0.8944,0.7799,0.8624,0.7725
i8_c3,0.9032,0.785,0.8664,0.7644
i8_g,0.8677,0.8304,,
i9_c0,0.9228,0.7947,0.8912,0.7677
i9_c1,0.92,0.7859,0.8792,0.7651
i9_c2,0.902,0.7826,0.8608,0.7636
i9_c3,0.9104,0.7887,0.8644,0.7585
i9_g,0.8671,0.8301,,
