,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.7904,0.7267,0.1124,0.1152
i0_c1,0.7758,0.7186,0.1234,0.1258
i0_g,0.1178,0.1212,,
i1_c0,0.4548,0.4174,0.1966,0.1991
i1_c1,0.4648,0.4193,0.223,0.2074
i1_g,0.2373,0.2311,,
i2_c0,0.4942,0.45,0.2322,0.2208
i2_c1,0.487,0.4531,0.278,0.2593
i2_g,0.2708,0.2624,,
i3_c0,0.5072,0.4646,0.3164,0.286
i3_c1,0.505,0.4582,0.2932,0.2713
i3_g,0.3415,0.3241,,
i4_c0,0.5168,0.4761,0.2904,0.2821
i4_c1,0.5132,0.4773,0.3168,0.3041
i4_g,0.345,0.3313,,
i5_c0,0.5348,0.492,0.332,0.3231
i5_c1,0.5176,0.4887,0.2722,0.2779
i5_g,0.3371,0.3366,,
i6_c0,0.5168,0.4742,0.3232,0.3131
i6_c1,0.5264,0.4781,0.3132,0.3047
i6_g,0.3572,0.3528,,
i7_c0,0.5276,0.4862,0.329,0.326
i7_c1,0.5246,0.492,0.3038,0.299
i7_g,0.3588,0.3508,,
i8_c0,0.5348,0.4922,0.3384,0.3354
i8_c1,0.5376,0.497,0.36,0.3564
i8_g,0.3865,0.3835,,
i9_c0,0.5572,0.5104,0.3228,0.3168
i9_c1,0.5696,0.5148,0.3538,0.3524
i9_g,0.3791,0.3786,,
