,train_acc,test_acc
i0_c0,0.8048,0.2982
i0_c1,0.8396,0.3254
i0_c2,0.812,0.3199
i0_c3,0.8144,0.319
i0_g,0.5664,0.3888
i1_c0,0.9068,0.4139
i1_c1,0.9172,0.4278
i1_c2,0.9056,0.4138
i1_c3,0.9176,0.4158
i1_g,0.7448,0.4822
i2_c0,0.9392,0.4623
i2_c1,0.9456,0.4675
i2_c2,0.9436,0.4677
i2_c3,0.9512,0.4649
i2_g,0.8228,0.5172
i3_c0,0.96,0.4896
i3_c1,0.958,0.496
i3_c2,0.9624,0.49
i3_c3,0.9564,0.4915
i3_g,0.8659,0.5289
i4_c0,0.9652,0.5001
i4_c1,0.968,0.5063
i4_c2,0.974,0.5053
i4_c3,0.974,0.503
i4_g,0.8928,0.5323
i5_c0,0.976,0.5088
i5_c1,0.976,0.5072
i5_c2,0.976,0.5045
i5_c3,0.978,0.5061
i5_g,0.9102,0.5316
i6_c0,0.9788,0.5074
i6_c1,0.9776,0.5101
i6_c2,0.9816,0.5108
i6_c3,0.978,0.5076
i6_g,0.9221,0.5277
i7_c0,0.9844,0.5135
i7_c1,0.984,0.5129
i7_c2,0.9832,0.5132
i7_c3,0.9824,0.5108
i7_g,0.9328,0.5303
i8_c0,0.9852,0.5113
i8_c1,0.984,0.5116
i8_c2,0.986,0.5121
i8_c3,0.9844,0.5114
i8_g,0.9426,0.5288
i9_c0,0.9848,0.5114
i9_c1,0.9856,0.5113
i9_c2,0.9848,0.5098
i9_c3,0.9852,0.5113
i9_g,0.947,0.5251
