,train_acc,test_acc
i0_c0,0.7468,0.6093
i0_c1,0.7284,0.6059
i0_c2,0.736,0.5977
i0_c3,0.7404,0.6288
i0_g,0.6943,0.6557
i1_c0,0.8068,0.6671
i1_c1,0.7784,0.6587
i1_c2,0.7904,0.662
i1_c3,0.768,0.6794
i1_g,0.748,0.7106
i2_c0,0.8216,0.7059
i2_c1,0.8068,0.6835
i2_c2,0.814,0.6875
i2_c3,0.8068,0.7016
i2_g,0.7777,0.7391
i3_c0,0.8492,0.7185
i3_c1,0.8316,0.708
i3_c2,0.8368,0.7146
i3_c3,0.8196,0.7216
i3_g,0.7975,0.7587
i4_c0,0.8588,0.7273
i4_c1,0.8464,0.7213
i4_c2,0.8448,0.7244
i4_c3,0.8396,0.7389
i4_g,0.8108,0.7708
i5_c0,0.8636,0.7457
i5_c1,0.8536,0.7317
i5_c2,0.858,0.7355
i5_c3,0.8476,0.7554
i5_g,0.8263,0.7816
i6_c0,0.8772,0.7514
i6_c1,0.858,0.7374
i6_c2,0.862,0.7497
i6_c3,0.8532,0.7535
i6_g,0.8294,0.7889
i7_c0,0.8888,0.7582
i7_c1,0.8688,0.7517
i7_c2,0.8684,0.7573
i7_c3,0.8556,0.7656
i7_g,0.8363,0.7951
i8_c0,0.8872,0.7665
i8_c1,0.8748,0.7529
i8_c2,0.8748,0.7587
i8_c3,0.8696,0.7676
i8_g,0.8437,0.8022
i9_c0,0.894,0.7711
i9_c1,0.8776,0.7586
i9_c2,0.8844,0.7719
i9_c3,0.8744,0.771
i9_g,0.8517,0.806
