,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,1.0,0.2001,0.02564102564102564,0.013
i0_c1,1.0,0.1828,0.009615384615384616,0.0095
i0_c2,1.0,0.1743,0.016025641025641024,0.0105
i0_c3,1.0,0.1837,0.009615384615384616,0.012
i0_c4,1.0,0.1883,0.01282051282051282,0.015
i0_c5,1.0,0.178,0.022435897435897436,0.0079
i0_c6,1.0,0.184,0.019230769230769232,0.0107
i0_c7,1.0,0.1825,0.016025641025641024,0.0087
i0_c8,1.0,0.1813,0.016025641025641024,0.0101
i0_c9,1.0,0.1815,0.04487179487179487,0.0191
i0_c10,1.0,0.1925,0.016025641025641024,0.0114
i0_c11,1.0,0.1762,0.019230769230769232,0.009
i0_c12,1.0,0.1812,0.019230769230769232,0.0104
i0_c13,1.0,0.1843,0.019230769230769232,0.0107
i0_c14,1.0,0.1852,0.009615384615384616,0.0113
i0_c15,1.0,0.191,0.01282051282051282,0.0096
i0_c16,1.0,0.1882,0.009615384615384616,0.01
i0_c17,1.0,0.1934,0.03205128205128205,0.0105
i0_c18,1.0,0.1881,0.019230769230769232,0.0122
i0_c19,1.0,0.1915,0.009615384615384616,0.0111
i0_c20,1.0,0.1843,0.01282051282051282,0.0096
i0_c21,1.0,0.1757,0.019230769230769232,0.0103
i0_c22,1.0,0.1868,0.019230769230769232,0.0124
i0_c23,1.0,0.1867,0.028846153846153848,0.0174
i0_c24,1.0,0.1724,0.016025641025641024,0.0158
i0_c25,1.0,0.1843,0.035256410256410256,0.0176
i0_c26,1.0,0.1832,0.02564102564102564,0.0123
i0_c27,1.0,0.1908,0.01282051282051282,0.0108
i0_c28,1.0,0.1757,0.035256410256410256,0.0109
i0_c29,1.0,0.1769,0.02564102564102564,0.0143
i0_c30,1.0,0.1978,0.00641025641025641,0.0103
i0_c31,1.0,0.1909,0.02564102564102564,0.014
i0_g,0.0209,0.0202,,
i1_c0,1.0,0.0721,0.05128205128205128,0.0291
i1_c1,1.0,0.0689,0.022435897435897436,0.0138
i1_c2,1.0,0.074,0.022435897435897436,0.0102
i1_c3,1.0,0.0696,0.03205128205128205,0.0128
i1_c4,1.0,0.072,0.022435897435897436,0.0135
i1_c5,1.0,0.0638,0.00641025641025641,0.0119
i1_c6,1.0,0.0709,0.022435897435897436,0.0127
i1_c7,1.0,0.0752,0.019230769230769232,0.0128
i1_c8,1.0,0.0704,0.009615384615384616,0.0084
i1_c9,1.0,0.0699,0.019230769230769232,0.0103
i1_c10,1.0,0.0736,0.01282051282051282,0.0091
i1_c11,1.0,0.0674,0.028846153846153848,0.0121
i1_c12,1.0,0.0711,0.02564102564102564,0.0164
i1_c13,1.0,0.0674,0.022435897435897436,0.0108
i1_c14,1.0,0.0654,0.019230769230769232,0.0127
i1_c15,1.0,0.0695,0.019230769230769232,0.0104
i1_c16,1.0,0.0702,0.022435897435897436,0.0132
i1_c17,1.0,0.0642,0.02564102564102564,0.0149
i1_c18,1.0,0.0696,0.038461538461538464,0.0155
i1_c19,1.0,0.068,0.009615384615384616,0.0155
i1_c20,1.0,0.0688,0.04807692307692308,0.0204
i1_c21,1.0,0.0643,0.016025641025641024,0.0119
i1_c22,1.0,0.067,0.01282051282051282,0.0156
i1_c23,1.0,0.0724,0.022435897435897436,0.0115
i1_c24,1.0,0.0706,0.022435897435897436,0.0152
i1_c25,1.0,0.0718,0.016025641025641024,0.0086
i1_c26,1.0,0.0685,0.02564102564102564,0.0125
i1_c27,1.0,0.0737,0.038461538461538464,0.0227
i1_c28,1.0,0.0688,0.022435897435897436,0.0175
i1_c29,1.0,0.0701,0.01282051282051282,0.0113
i1_c30,1.0,0.0674,0.02564102564102564,0.0131
i1_c31,1.0,0.0691,0.009615384615384616,0.01
i1_g,0.0334,0.0341,,
i2_c0,1.0,0.0743,0.038461538461538464,0.0131
i2_c1,1.0,0.0781,0.02564102564102564,0.0133
i2_c2,1.0,0.0753,0.03205128205128205,0.0166
i2_c3,1.0,0.0756,0.05128205128205128,0.0161
