,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.7734,0.706,0.7624,0.6914
i0_c1,0.791,0.7268,0.7666,0.7107
i0_g,0.7907,0.7477,,
i1_c0,0.8308,0.7752,0.8168,0.7543
i1_c1,0.8196,0.7712,0.8056,0.7582
i1_g,0.828,0.7905,,
i2_c0,0.8312,0.7716,0.8112,0.7603
i2_c1,0.8256,0.7706,0.8102,0.7602
i2_g,0.8244,0.7963,,
i3_c0,0.8614,0.7938,0.8464,0.7795
i3_c1,0.8498,0.7971,0.8366,0.7861
i3_g,0.8513,0.8142,,
i4_c0,0.8548,0.7851,0.8406,0.7736
i4_c1,0.8558,0.7897,0.8348,0.7798
i4_g,0.8539,0.8087,,
i5_c0,0.8608,0.7943,0.8514,0.7837
i5_c1,0.8542,0.7955,0.8302,0.7789
i5_g,0.8568,0.8184,,
i6_c0,0.8664,0.7998,0.8508,0.7923
i6_c1,0.861,0.8051,0.8356,0.7812
i6_g,0.8501,0.8191,,
i7_c0,0.8688,0.803,0.8634,0.801
i7_c1,0.8674,0.8056,0.8508,0.7964
i7_g,0.8633,0.8286,,
i8_c0,0.88,0.8132,0.8766,0.8094
i8_c1,0.8618,0.8114,0.856,0.8055
i8_g,0.8669,0.8326,,
i9_c0,0.8724,0.8011,0.8628,0.7966
i9_c1,0.858,0.8017,0.8466,0.7924
i9_g,0.8655,0.8273,,
