,train_acc,test_acc
i0_c0,0.662,0.5889
i0_c1,0.6666,0.5852
i0_g,0.6532,0.6068
i1_c0,0.7222,0.642
i1_c1,0.725,0.6411
i1_g,0.7109,0.6683
i2_c0,0.7526,0.6755
i2_c1,0.7544,0.6811
i2_g,0.7437,0.7019
i3_c0,0.7716,0.7036
i3_c1,0.7784,0.7075
i3_g,0.7683,0.7244
i4_c0,0.7918,0.7206
i4_c1,0.7916,0.7276
i4_g,0.7831,0.7415
i5_c0,0.8014,0.7341
i5_c1,0.8036,0.7397
i5_g,0.7964,0.7511
i6_c0,0.8142,0.7429
i6_c1,0.8114,0.7452
i6_g,0.8029,0.7615
i7_c0,0.8204,0.7505
i7_c1,0.8178,0.7522
i7_g,0.8111,0.7681
i8_c0,0.827,0.754
i8_c1,0.822,0.7613
i8_g,0.817,0.7745
i9_c0,0.8352,0.7627
i9_c1,0.832,0.7657
i9_g,0.8239,0.7814
