,0,1
i0_c0,0.4864,0.1931
i0_c1,0.5496,0.2313
i0_c2,0.5412,0.2174
i0_c3,0.5092,0.2201
i0_g,0.3022,0.2251
i1_c0,0.4764,0.1941
i1_c1,0.568,0.2355
i1_c2,0.5308,0.2139
i1_c3,0.5192,0.2235
i1_g,0.3041,0.2259
i2_c0,0.4836,0.2041
i2_c1,0.566,0.2391
i2_c2,0.5516,0.2266
i2_c3,0.5188,0.2307
i2_g,0.3161,0.2363
i3_c0,0.49,0.2039
i3_c1,0.5544,0.228
i3_c2,0.5364,0.2191
i3_c3,0.5108,0.2268
i3_g,0.3156,0.2328
i4_c0,0.504,0.2125
i4_c1,0.5592,0.2234
i4_c2,0.54,0.2215
i4_c3,0.5004,0.2229
i4_g,0.3119,0.2308
