,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8822,0.8081,0.8678,0.7994
i0_c1,0.8744,0.8125,0.8592,0.8069
i0_g,0.8695,0.8343,,
i1_c0,0.8862,0.8115,0.87,0.7953
i1_c1,0.8744,0.8078,0.8594,0.8014
i1_g,0.8707,0.8306,,
i2_c0,0.8826,0.8078,0.8746,0.8057
i2_c1,0.8786,0.811,0.8628,0.7975
i2_g,0.8706,0.8317,,
i3_c0,0.877,0.8099,0.873,0.8031
i3_c1,0.8786,0.8133,0.8716,0.8071
i3_g,0.8723,0.833,,
i4_c0,0.8782,0.8052,0.8708,0.7984
i4_c1,0.8704,0.8099,0.8644,0.8021
i4_g,0.87,0.8347,,
i5_c0,0.8832,0.8088,0.8738,0.795
i5_c1,0.8842,0.8101,0.8692,0.7996
i5_g,0.8681,0.8261,,
i6_c0,0.8846,0.8062,0.875,0.802
i6_c1,0.8776,0.8123,0.8646,0.8031
i6_g,0.8718,0.8347,,
i7_c0,0.8878,0.812,0.876,0.8089
i7_c1,0.8756,0.813,0.8662,0.8081
i7_g,0.8723,0.8318,,
i8_c0,0.8836,0.8056,0.8722,0.8006
i8_c1,0.874,0.8086,0.8724,0.8058
i8_g,0.8679,0.8312,,
i9_c0,0.8898,0.8152,0.8792,0.8106
i9_c1,0.87,0.8111,0.859,0.8027
i9_g,0.8694,0.8334,,
