,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8632,0.7906,0.1624,0.1669
i0_c1,0.8566,0.7987,0.1394,0.1365
i0_g,0.1485,0.1482,,
i1_c0,0.8232,0.7384,0.2198,0.1994
i1_c1,0.8288,0.7502,0.1982,0.2015
i1_g,0.2288,0.2247,,
i2_c0,0.8334,0.758,0.2612,0.2554
i2_c1,0.8212,0.7603,0.2456,0.2488
i2_g,0.302,0.291,,
i3_c0,0.8236,0.7423,0.2812,0.2863
i3_c1,0.8234,0.7525,0.2592,0.26
i3_g,0.3281,0.3266,,
i4_c0,0.8316,0.7508,0.2998,0.2875
i4_c1,0.8184,0.7576,0.2984,0.304
i4_g,0.3325,0.33,,
i5_c0,0.8308,0.7597,0.2782,0.2745
i5_c1,0.8294,0.7633,0.3148,0.3132
i5_g,0.3289,0.3227,,
i6_c0,0.8304,0.7574,0.3226,0.3129
i6_c1,0.8176,0.756,0.3276,0.3307
i6_g,0.363,0.3586,,
i7_c0,0.835,0.7655,0.3616,0.3665
i7_c1,0.8174,0.7589,0.3346,0.341
i7_g,0.4138,0.405,,
i8_c0,0.834,0.7614,0.3718,0.3502
i8_c1,0.8158,0.7612,0.354,0.3404
i8_g,0.4172,0.4108,,
i9_c0,0.83,0.7599,0.344,0.351
i9_c1,0.8238,0.7563,0.357,0.3497
i9_g,0.4061,0.411,,
