,train_acc,test_acc
i0_c0,0.804,0.666
i0_c1,0.7868,0.6556
i0_c2,0.7836,0.6512
i0_c3,0.7904,0.6705
i0_g,0.7417,0.7069
i1_c0,0.8548,0.7156
i1_c1,0.8408,0.7106
i1_c2,0.8288,0.7006
i1_c3,0.8296,0.7231
i1_g,0.7959,0.7629
i2_c0,0.8744,0.7348
i2_c1,0.8572,0.7368
i2_c2,0.8652,0.7344
i2_c3,0.8448,0.7377
i2_g,0.8221,0.7794
i3_c0,0.886,0.7583
i3_c1,0.8728,0.7421
i3_c2,0.8744,0.7498
i3_c3,0.8696,0.7646
i3_g,0.8329,0.7972
i4_c0,0.892,0.7661
i4_c1,0.8864,0.7602
i4_c2,0.8904,0.76
i4_c3,0.876,0.7706
i4_g,0.8485,0.8119
i5_c0,0.9052,0.7711
i5_c1,0.8884,0.7647
i5_c2,0.8848,0.7688
i5_c3,0.8816,0.7816
i5_g,0.8521,0.8137
i6_c0,0.9052,0.7789
i6_c1,0.8952,0.7784
i6_c2,0.8968,0.778
i6_c3,0.8888,0.7879
i6_g,0.857,0.8235
i7_c0,0.9176,0.7816
i7_c1,0.8972,0.7787
i7_c2,0.8984,0.7822
i7_c3,0.8924,0.7898
i7_g,0.8666,0.8201
i8_c0,0.916,0.7911
i8_c1,0.908,0.785
i8_c2,0.896,0.7868
i8_c3,0.8996,0.7937
i8_g,0.8689,0.8297
i9_c0,0.92,0.7936
i9_c1,0.908,0.7821
i9_c2,0.9064,0.7897
i9_c3,0.9056,0.7946
i9_g,0.8702,0.8281
