,train_acc,test_acc
i0_c0,0.6548,0.606
i0_c1,0.6398,0.6074
i0_g,0.6978,0.6789
i1_c0,0.6872,0.6347
i1_c1,0.6848,0.6375
i1_g,0.729,0.7053
i2_c0,0.6906,0.6443
i2_c1,0.7144,0.6717
i2_g,0.7433,0.7198
i3_c0,0.7256,0.6747
i3_c1,0.7096,0.6701
i3_g,0.7639,0.7344
i4_c0,0.7174,0.6727
i4_c1,0.7286,0.6815
i4_g,0.762,0.7363
i5_c0,0.7458,0.6957
i5_c1,0.7486,0.7089
i5_g,0.7801,0.7529
i6_c0,0.7474,0.6948
i6_c1,0.766,0.7158
i6_g,0.7847,0.7659
i7_c0,0.7508,0.7087
i7_c1,0.7566,0.7078
i7_g,0.7935,0.768
i8_c0,0.7556,0.7077
i8_c1,0.7706,0.7206
i8_g,0.7924,0.7632
i9_c0,0.7702,0.723
i9_c1,0.7548,0.718
i9_g,0.7948,0.7631
