file_name,train_acc,test_acc,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i0_c0.npy,0.9252,0.5287,0,c0,0.6069454545454547,0.0013806214913868885,0.5738316367325772,0.0007226760953873023,0.8311818181818181,0.00495173398129258
i0_c1.npy,0.9302,0.5317,0,c1,0.6162090909090909,0.0018012392428318105,0.5812823069342957,0.0010032253664416216,0.8310363636363637,0.005352191178687778
i0_g.npy,0.7543,0.5571,0,g,0.5607272727272727,0.0008819821778150948,0.5432553674286847,0.0004516095163535695,0.7626636363636364,0.0045140734934349825
i1_c0.npy,0.9582,0.5435,1,c0,0.6024909090909091,0.0015796746186561423,0.5692966091653182,0.0009166568080451665,0.8419818181818183,0.004077837702824675
i1_c1.npy,0.9602,0.5523,1,c1,0.6042818181818183,0.001499586719926049,0.5703887068133485,0.000797396475142367,0.8450181818181818,0.004921533054171794
i1_g.npy,0.8356,0.5726,1,g,0.5718000000000001,0.00042958754002585356,0.5489164470958673,0.00027136424438132465,0.8057090909090909,0.0032881203653744263
i2_c0.npy,0.9718,0.5524,2,c0,0.5981090909090908,0.001285198637250332,0.5656632009868092,0.0007631046778896661,0.8451636363636365,0.003600826351439802
i2_c1.npy,0.9726,0.5554,2,c1,0.6061181818181819,0.0009379069364748158,0.5717528028554153,0.0004236776454618608,0.8455818181818183,0.00444804720826366
i2_g.npy,0.8753,0.5765,2,g,0.5770681818181819,0.0005725829543999959,0.5521213679323292,0.00030022914069060863,0.8163818181818182,0.0036677509040575237
i3_c0.npy,0.9762,0.5542,3,c0,0.5983818181818182,0.001821496977672321,0.5653725505989176,0.0010083518267043963,0.850818181818182,0.004574597484889824
i3_c1.npy,0.9768,0.5556,3,c1,0.600318181818182,0.0012889870454375226,0.5668355352493312,0.0006138427724585858,0.8507818181818183,0.004769184832541337
i3_g.npy,0.8925,0.5745,3,g,0.5790954545454544,0.0007808662280542756,0.5528755661291324,0.00041861857801609565,0.8270272727272728,0.0034194871782159677
i4_c0.npy,0.978,0.556,4,c0,0.5992090909090909,0.0013392362446589577,0.5661576019632205,0.0006908053036110845,0.8489818181818181,0.00434381863463226
i4_c1.npy,0.9776,0.5561,4,c1,0.6011090909090909,0.0013957432333899027,0.5672807520586195,0.0007647684141034398,0.8524909090909092,0.004541016014757171
i4_g.npy,0.9009,0.5753,4,g,0.5809363636363636,0.0008361412747885109,0.5539996704340393,0.00046896225820867055,0.8303454545454546,0.003423279564278478
