,train_acc,test_acc
i0_c0,0.5168,0.3415
i0_c1,0.472,0.345
i0_c2,0.5056,0.3389
i0_c3,0.464,0.3465
i0_c4,0.4672,0.331
i0_c5,0.4576,0.3278
i0_c6,0.528,0.3538
i0_c7,0.4816,0.3296
i0_c8,0.5136,0.3422
i0_c9,0.4976,0.3396
i0_c10,0.504,0.3178
i0_c11,0.4864,0.3411
i0_c12,0.4432,0.3087
i0_c13,0.4672,0.3355
i0_c14,0.4976,0.329
i0_c15,0.4768,0.3298
i0_g,0.5478,0.5218
i1_c0,0.5184,0.3806
i1_c1,0.5104,0.3695
i1_c2,0.5552,0.3726
i1_c3,0.4672,0.377
i1_c4,0.4912,0.3664
i1_c5,0.4976,0.3666
i1_c6,0.496,0.367
i1_c7,0.5008,0.3698
i1_c8,0.4704,0.3653
i1_c9,0.52,0.3733
i1_c10,0.5184,0.3786
i1_c11,0.4768,0.3778
i1_c12,0.4864,0.3442
i1_c13,0.5392,0.3608
i1_c14,0.504,0.3842
i1_c15,0.504,0.3469
i1_g,0.5804,0.5628
i2_c0,0.5024,0.3854
i2_c1,0.5216,0.4004
i2_c2,0.528,0.3835
i2_c3,0.5184,0.3933
i2_c4,0.5312,0.4167
i2_c5,0.5216,0.4066
i2_c6,0.5424,0.3945
i2_c7,0.5632,0.4002
i2_c8,0.536,0.4216
i2_c9,0.5312,0.4028
i2_c10,0.5584,0.4009
i2_c11,0.5312,0.4068
i2_c12,0.5344,0.3806
i2_c13,0.5376,0.3973
i2_c14,0.5296,0.4049
i2_c15,0.5424,0.3869
i2_g,0.6251,0.5866
i3_c0,0.6112,0.4155
i3_c1,0.5264,0.3893
i3_c2,0.5664,0.4189
i3_c3,0.5248,0.424
i3_c4,0.528,0.412
i3_c5,0.5568,0.4319
i3_c6,0.5728,0.4252
i3_c7,0.5872,0.4152
i3_c8,0.5776,0.4115
i3_c9,0.5232,0.4145
i3_c10,0.584,0.4198
i3_c11,0.568,0.4064
i3_c12,0.584,0.4348
i3_c13,0.5776,0.4044
i3_c14,0.5344,0.4347
i3_c15,0.5424,0.4019
i3_g,0.6287,0.5994
i4_c0,0.576,0.4464
i4_c1,0.568,0.4251
i4_c2,0.584,0.4358
i4_c3,0.568,0.4317
i4_c4,0.5872,0.4121
i4_c5,0.5264,0.4068
i4_c6,0.5776,0.4368
i4_c7,0.5728,0.4351
i4_c8,0.5648,0.4268
i4_c9,0.5488,0.4205
i4_c10,0.6032,0.4194
i4_c11,0.5568,0.431
i4_c12,0.5536,0.436
i4_c13,0.5584,0.4216
i4_c14,0.5824,0.4495
i4_c15,0.5696,0.4279
i4_g,0.6438,0.6173
i5_c0,0.5632,0.4307
i5_c1,0.544,0.4402
i5_c2,0.5616,0.4169
i5_c3,0.5856,0.4404
i5_c4,0.568,0.4315
i5_c5,0.5824,0.4316
i5_c6,0.6064,0.436
i5_c7,0.5632,0.4364
i5_c8,0.5744,0.4385
i5_c9,0.5856,0.4316
i5_c10,0.5664,0.4292
i5_c11,0.568,0.4451
i5_c12,0.584,0.4304
i5_c13,0.5904,0.4503
i5_c14,0.5744,0.4443
i5_c15,0.592,0.4486
i5_g,0.6572,0.6179
i6_c0,0.568,0.4421
i6_c1,0.6096,0.4527
i6_c2,0.5984,0.4361
i6_c3,0.5744,0.4506
i6_c4,0.5984,0.4571
i6_c5,0.56,0.4547
i6_c6,0.6128,0.4467
i6_c7,0.6128,0.4343
i6_c8,0.568,0.4483
i6_c9,0.6032,0.4255
i6_c10,0.6096,0.4377
i6_c11,0.5776,0.4501
i6_c12,0.5936,0.4369
i6_c13,0.5776,0.4385
i6_c14,0.5776,0.4356
i6_c15,0.6144,0.4457
i6_g,0.6627,0.6281
i7_c0,0.6464,0.4585
i7_c1,0.6032,0.4559
i7_c2,0.6336,0.452
i7_c3,0.5824,0.4518
i7_c4,0.5904,0.4462
i7_c5,0.5744,0.4587
i7_c6,0.6032,0.4497
i7_c7,0.6048,0.467
i7_c8,0.5648,0.4558
i7_c9,0.6,0.4584
i7_c10,0.6448,0.4548
i7_c11,0.5936,0.4528
i7_c12,0.5616,0.4545
i7_c13,0.5904,0.4629
i7_c14,0.6064,0.4702
i7_c15,0.576,0.4345
i7_g,0.6712,0.6368
i8_c0,0.6192,0.4721
i8_c1,0.5712,0.4553
i8_c2,0.6144,0.4592
i8_c3,0.5808,0.4747
i8_c4,0.5824,0.4659
i8_c5,0.584,0.4553
i8_c6,0.6128,0.4728
i8_c7,0.608,0.4473
i8_c8,0.5856,0.4552
i8_c9,0.5968,0.4597
i8_c10,0.5936,0.4543
i8_c11,0.576,0.4861
i8_c12,0.5872,0.459
i8_c13,0.6224,0.4777
i8_c14,0.6128,0.4612
i8_c15,0.6032,0.4601
i8_g,0.6814,0.652
i9_c0,0.6128,0.472
i9_c1,0.6384,0.4601
i9_c2,0.6272,0.471
i9_c3,0.5808,0.4666
i9_c4,0.5728,0.477
i9_c5,0.6144,0.4699
i9_c6,0.64,0.4604
i9_c7,0.624,0.4647
i9_c8,0.6128,0.4933
i9_c9,0.6128,0.4598
i9_c10,0.6272,0.4828
i9_c11,0.576,0.461
i9_c12,0.5952,0.4711
i9_c13,0.6096,0.4811
i9_c14,0.6096,0.477
i9_c15,0.6352,0.4663
i9_g,0.6798,0.655
