,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8994,0.8227,0.2348,0.2223
i0_c1,0.8954,0.8244,0.2822,0.2923
i0_g,0.3022,0.3003,,
i1_c0,0.9146,0.8268,0.3486,0.3382
i1_c1,0.9032,0.831,0.2932,0.2842
i1_g,0.3663,0.3608,,
i2_c0,0.9188,0.8263,0.3394,0.3391
i2_c1,0.9124,0.8348,0.3532,0.3545
i2_g,0.3937,0.3851,,
i3_c0,0.916,0.8285,0.3464,0.3295
i3_c1,0.9158,0.8354,0.3498,0.3385
i3_g,0.3831,0.3806,,
i4_c0,0.9228,0.8351,0.3714,0.359
i4_c1,0.9196,0.835,0.3312,0.3187
i4_g,0.3911,0.3926,,
i5_c0,0.9204,0.836,0.3444,0.3409
i5_c1,0.916,0.8373,0.3518,0.3669
i5_g,0.4179,0.4218,,
i6_c0,0.9242,0.8308,0.3896,0.3845
i6_c1,0.9238,0.8337,0.3546,0.3458
i6_g,0.4175,0.416,,
i7_c0,0.9248,0.8371,0.391,0.3907
i7_c1,0.9206,0.836,0.3472,0.3581
i7_g,0.4264,0.4257,,
i8_c0,0.9276,0.8279,0.3932,0.3632
i8_c1,0.9148,0.8352,0.3688,0.3613
i8_g,0.433,0.4101,,
i9_c0,0.929,0.8303,0.3832,0.3862
i9_c1,0.911,0.8296,0.3866,0.3916
i9_g,0.4416,0.4489,,
