,train_acc,test_acc
i0_c0,0.8522,0.7733
i0_c1,0.8374,0.762
i0_g,0.8308,0.7936
i1_c0,0.876,0.7981
i1_c1,0.8706,0.7983
i1_g,0.8585,0.8202
i2_c0,0.8888,0.8104
i2_c1,0.8814,0.8131
i2_g,0.8725,0.8306
i3_c0,0.8942,0.8141
i3_c1,0.8902,0.8214
i3_g,0.8783,0.8354
i4_c0,0.9028,0.8218
i4_c1,0.8922,0.8258
i4_g,0.8826,0.8414
i5_c0,0.9052,0.8232
i5_c1,0.8992,0.8285
i5_g,0.8862,0.8449
i6_c0,0.909,0.8298
i6_c1,0.9048,0.8338
i6_g,0.8895,0.8504
i7_c0,0.9092,0.8303
i7_c1,0.9018,0.8309
i7_g,0.8895,0.8484
i8_c0,0.9112,0.8277
i8_c1,0.9066,0.8344
i8_g,0.8895,0.8458
i9_c0,0.9144,0.834
i9_c1,0.906,0.8376
i9_g,0.8904,0.8503
