,train_acc,test_acc
i0_c0,0.6784,0.4375
i0_c1,0.6752,0.4382
i0_c2,0.68,0.4268
i0_c3,0.6496,0.4414
i0_c4,0.6448,0.4309
i0_c5,0.6704,0.4289
i0_c6,0.6848,0.4322
i0_c7,0.6624,0.4375
i0_c8,0.6368,0.43
i0_c9,0.6496,0.4334
i0_c10,0.6896,0.4225
i0_c11,0.6784,0.4536
i0_c12,0.6416,0.435
i0_c13,0.672,0.426
i0_c14,0.6448,0.4555
i0_c15,0.6592,0.4274
i0_g,0.53,0.503
i1_c0,0.6928,0.4682
i1_c1,0.6896,0.4738
i1_c2,0.7248,0.4665
i1_c3,0.6752,0.479
i1_c4,0.6912,0.4653
i1_c5,0.6928,0.4678
i1_c6,0.7152,0.4669
i1_c7,0.704,0.4726
i1_c8,0.6704,0.4695
i1_c9,0.6976,0.4729
i1_c10,0.728,0.4619
i1_c11,0.704,0.4879
i1_c12,0.672,0.4814
i1_c13,0.7152,0.4691
i1_c14,0.6816,0.4922
i1_c15,0.696,0.4651
i1_g,0.57,0.5331
i2_c0,0.7056,0.4946
i2_c1,0.6976,0.4912
i2_c2,0.736,0.4908
i2_c3,0.696,0.507
i2_c4,0.7136,0.4885
i2_c5,0.7072,0.493
i2_c6,0.7424,0.4901
i2_c7,0.7232,0.4944
i2_c8,0.7008,0.4901
i2_c9,0.7136,0.4967
i2_c10,0.7456,0.4873
i2_c11,0.7264,0.5104
i2_c12,0.6976,0.5032
i2_c13,0.7312,0.4938
i2_c14,0.6976,0.5117
i2_c15,0.7168,0.4872
i2_g,0.5975,0.5551
i3_c0,0.7152,0.511
i3_c1,0.7168,0.5118
i3_c2,0.76,0.5122
i3_c3,0.712,0.5216
i3_c4,0.736,0.5062
i3_c5,0.7216,0.5122
i3_c6,0.7552,0.5115
i3_c7,0.7376,0.5129
i3_c8,0.7152,0.5078
i3_c9,0.7312,0.5112
i3_c10,0.7536,0.5015
i3_c11,0.7424,0.5269
i3_c12,0.7152,0.5251
i3_c13,0.7472,0.5154
i3_c14,0.7088,0.5275
i3_c15,0.7392,0.5061
i3_g,0.6127,0.5734
i4_c0,0.728,0.5248
i4_c1,0.7296,0.5257
i4_c2,0.7632,0.522
i4_c3,0.7264,0.5366
i4_c4,0.7424,0.5203
i4_c5,0.7296,0.5271
i4_c6,0.7664,0.5238
i4_c7,0.7568,0.53
i4_c8,0.7344,0.5257
i4_c9,0.7472,0.5246
i4_c10,0.7616,0.5181
i4_c11,0.7552,0.5441
i4_c12,0.7296,0.5431
i4_c13,0.7568,0.5318
i4_c14,0.7232,0.5405
i4_c15,0.7392,0.5211
i4_g,0.6293,0.5875
i5_c0,0.7472,0.5375
i5_c1,0.7376,0.5386
i5_c2,0.7824,0.5357
i5_c3,0.728,0.5507
i5_c4,0.7504,0.5369
i5_c5,0.7456,0.5421
i5_c6,0.7664,0.5379
i5_c7,0.776,0.544
i5_c8,0.7424,0.5378
i5_c9,0.7568,0.5361
i5_c10,0.7712,0.5299
i5_c11,0.7616,0.5532
i5_c12,0.7488,0.554
i5_c13,0.76,0.5484
i5_c14,0.7408,0.552
i5_c15,0.7536,0.5328
i5_g,0.6439,0.6004
i6_c0,0.7632,0.5505
i6_c1,0.7488,0.5514
i6_c2,0.7888,0.5465
i6_c3,0.7408,0.5645
i6_c4,0.7584,0.5418
i6_c5,0.7552,0.5505
i6_c6,0.7792,0.5505
i6_c7,0.7856,0.5548
i6_c8,0.752,0.5466
i6_c9,0.7648,0.5473
i6_c10,0.7792,0.5439
i6_c11,0.7696,0.57
i6_c12,0.752,0.5641
i6_c13,0.768,0.5577
i6_c14,0.7488,0.5629
i6_c15,0.76,0.5444
i6_g,0.6573,0.6129
i7_c0,0.7712,0.563
i7_c1,0.7536,0.5626
i7_c2,0.8,0.5592
i7_c3,0.7424,0.573
i7_c4,0.7664,0.5526
i7_c5,0.7616,0.5636
i7_c6,0.7872,0.5608
i7_c7,0.7968,0.5661
i7_c8,0.752,0.555
i7_c9,0.776,0.5548
i7_c10,0.7952,0.5536
i7_c11,0.7776,0.5802
i7_c12,0.7648,0.5731
i7_c13,0.7744,0.5658
i7_c14,0.7568,0.5736
i7_c15,0.7696,0.5545
i7_g,0.6707,0.6255
i8_c0,0.7872,0.57
i8_c1,0.7696,0.5714
i8_c2,0.8048,0.5662
i8_c3,0.76,0.5801
i8_c4,0.7776,0.5609
i8_c5,0.7664,0.5732
i8_c6,0.7872,0.5681
i8_c7,0.8048,0.5765
i8_c8,0.7712,0.5637
i8_c9,0.7808,0.5671
i8_c10,0.8144,0.5658
i8_c11,0.7792,0.586
i8_c12,0.776,0.5854
i8_c13,0.7872,0.5737
i8_c14,0.7664,0.5844
i8_c15,0.7856,0.5605
i8_g,0.68,0.6341
i9_c0,0.784,0.579
i9_c1,0.7824,0.5803
i9_c2,0.8096,0.5744
i9_c3,0.776,0.5899
i9_c4,0.784,0.57
i9_c5,0.768,0.5817
i9_c6,0.7984,0.5754
i9_c7,0.808,0.5821
i9_c8,0.7648,0.5731
i9_c9,0.7872,0.5738
i9_c10,0.8144,0.574
i9_c11,0.7776,0.5986
i9_c12,0.7792,0.5906
i9_c13,0.7952,0.5849
i9_c14,0.784,0.5901
i9_c15,0.792,0.571
i9_g,0.6894,0.642
