,train_acc,test_acc
i0_c0,0.6628,0.5325
i0_c1,0.6472,0.5238
i0_c2,0.6636,0.5284
i0_c3,0.6456,0.545
i0_g,0.6156,0.5748
i1_c0,0.7048,0.5923
i1_c1,0.6932,0.5791
i1_c2,0.7096,0.5864
i1_c3,0.7024,0.6006
i1_g,0.6692,0.6243
i2_c0,0.7464,0.63
i2_c1,0.736,0.619
i2_c2,0.744,0.614
i2_c3,0.7364,0.6357
i2_g,0.7037,0.6619
i3_c0,0.7644,0.647
i3_c1,0.762,0.6441
i3_c2,0.7668,0.6456
i3_c3,0.7548,0.6611
i3_g,0.7312,0.6858
i4_c0,0.7888,0.6695
i4_c1,0.7768,0.6618
i4_c2,0.7724,0.6574
i4_c3,0.7724,0.6793
i4_g,0.7509,0.7024
i5_c0,0.8008,0.6861
i5_c1,0.79,0.6769
i5_c2,0.796,0.6773
i5_c3,0.7844,0.6939
i5_g,0.7658,0.7209
i6_c0,0.8156,0.6978
i6_c1,0.7916,0.6862
i6_c2,0.8028,0.6907
i6_c3,0.796,0.7083
i6_g,0.7758,0.7343
i7_c0,0.8232,0.7107
i7_c1,0.8116,0.7039
i7_c2,0.8124,0.7002
i7_c3,0.8016,0.7179
i7_g,0.7864,0.7463
i8_c0,0.8336,0.7222
i8_c1,0.8104,0.7074
i8_c2,0.8248,0.714
i8_c3,0.81,0.7231
i8_g,0.7928,0.7528
i9_c0,0.84,0.7317
i9_c1,0.8212,0.7174
i9_c2,0.8312,0.7224
i9_c3,0.8168,0.7326
i9_g,0.7994,0.7582
