,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9252,0.7877,0.1148,0.1147
i0_c1,0.9084,0.7779,0.122,0.125
i0_c2,0.8992,0.7793,0.1484,0.1529
i0_c3,0.9012,0.7814,0.1484,0.155
i0_g,0.1201,0.1227,,
i1_c0,0.9144,0.7319,0.158,0.1589
i1_c1,0.9008,0.7317,0.206,0.2031
i1_c2,0.8932,0.7277,0.1956,0.2031
i1_c3,0.8892,0.7455,0.2036,0.1787
i1_g,0.2424,0.2307,,
i2_c0,0.9004,0.7208,0.2008,0.2004
i2_c1,0.892,0.7248,0.1988,0.1994
i2_c2,0.8752,0.7296,0.198,0.2001
i2_c3,0.8808,0.7306,0.152,0.165
i2_g,0.2136,0.2228,,
i3_c0,0.8916,0.7317,0.184,0.1889
i3_c1,0.8808,0.7194,0.21,0.2038
i3_c2,0.8732,0.7255,0.2068,0.1924
i3_c3,0.8856,0.7212,0.1636,0.1668
i3_g,0.2349,0.2306,,
i4_c0,0.9124,0.7323,0.1744,0.1826
i4_c1,0.8984,0.7263,0.18,0.1934
i4_c2,0.8952,0.7428,0.1676,0.1761
i4_c3,0.8916,0.7355,0.2072,0.2153
i4_g,0.2419,0.2492,,
