,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9616,0.5719,0.7952,0.54
i0_c1,0.968,0.5636,0.8336,0.5256
i0_c2,0.96,0.556,0.7904,0.509
i0_c3,0.9456,0.5784,0.7824,0.5334
i0_c4,0.9584,0.5731,0.8256,0.5307
i0_c5,0.9584,0.5722,0.8112,0.5396
i0_c6,0.9648,0.5383,0.8032,0.5069
i0_c7,0.9552,0.5715,0.8096,0.5298
i0_c8,0.9632,0.5701,0.8192,0.5262
i0_c9,0.9536,0.5633,0.8128,0.5257
i0_c10,0.9744,0.5359,0.8448,0.5087
i0_c11,0.9504,0.5884,0.784,0.528
i0_c12,0.9696,0.5716,0.8096,0.5234
i0_c13,0.9488,0.5599,0.7792,0.5121
i0_c14,0.9376,0.5818,0.7728,0.5289
i0_c15,0.9568,0.5504,0.7984,0.5167
i0_g,0.7486,0.7115,,
i1_c0,0.976,0.6186,0.8512,0.5931
i1_c1,0.984,0.6061,0.8544,0.5746
i1_c2,0.9728,0.5965,0.8576,0.558
i1_c3,0.968,0.6254,0.8576,0.5863
i1_c4,0.9792,0.6198,0.8368,0.5687
i1_c5,0.9808,0.605,0.824,0.5582
i1_c6,0.984,0.5948,0.8784,0.565
i1_c7,0.976,0.6249,0.8256,0.5696
i1_c8,0.9712,0.6118,0.8096,0.5596
i1_c9,0.9744,0.6044,0.8464,0.5715
i1_c10,0.9904,0.5817,0.8592,0.5637
i1_c11,0.976,0.6242,0.8432,0.5749
i1_c12,0.9872,0.6196,0.8256,0.577
i1_c13,0.9792,0.602,0.8048,0.5491
i1_c14,0.9712,0.6252,0.8384,0.561
i1_c15,0.9856,0.602,0.8496,0.5603
i1_g,0.7835,0.7498,,
i2_c0,0.9904,0.6534,0.872,0.6147
i2_c1,0.9968,0.6305,0.8624,0.5811
i2_c2,0.9888,0.6204,0.8576,0.5884
i2_c3,0.9808,0.6531,0.848,0.6055
i2_c4,0.9952,0.6377,0.8768,0.6164
i2_c5,0.992,0.6314,0.856,0.5959
i2_c6,0.9952,0.6241,0.88,0.5918
i2_c7,0.9824,0.6483,0.8656,0.6039
i2_c8,0.9824,0.6325,0.8432,0.5946
