,train_acc,test_acc
i0_c0,0.869,0.792
i0_c1,0.858,0.7877
i0_g,0.8529,0.8095
i1_c0,0.8848,0.8107
i1_c1,0.8748,0.8033
i1_g,0.8674,0.8284
i2_c0,0.8926,0.813
i2_c1,0.8872,0.8242
i2_g,0.8766,0.8381
i3_c0,0.8974,0.8194
i3_c1,0.8922,0.8209
i3_g,0.8797,0.8397
i4_c0,0.9008,0.8275
i4_c1,0.8954,0.8255
i4_g,0.8838,0.8449
i5_c0,0.9074,0.8258
i5_c1,0.8972,0.823
i5_g,0.8865,0.8479
i6_c0,0.906,0.8259
i6_c1,0.901,0.8274
i6_g,0.8888,0.8423
i7_c0,0.909,0.8271
i7_c1,0.9026,0.8284
i7_g,0.8837,0.8482
i8_c0,0.9046,0.8313
i8_c1,0.901,0.8315
i8_g,0.8895,0.8452
i9_c0,0.9066,0.8262
i9_c1,0.9032,0.8333
i9_g,0.8867,0.8451
