,train_acc,test_acc,train_acc_outDP,test_acc_out_DP,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i0_c0.npy,0.9568,0.5734,0.1264,0.1405,0,c0,0.5061333333333334,0.0022939534045446847,0.5211555995482829,0.004819556270670264,0.148,0.02191377040432187
i0_c1.npy,0.96,0.5614,0.1456,0.1337,0,c1,0.5065333333333334,0.0014173527750312906,0.5223021765176975,0.004378716733148793,0.15306666666666668,0.010719867329195611
i0_c2.npy,0.9616,0.5581,0.1312,0.1396,0,c2,0.4970666666666667,0.0012788884062167214,0.4896461782542523,0.004921153428354196,0.14506666666666665,0.014885638119416386
i0_c3.npy,0.9552,0.5744,0.1408,0.1668,0,c3,0.48760000000000003,0.0017126976771553609,0.46260804223110624,0.006183161705664394,0.15493333333333334,0.013399834161494519
i0_c4.npy,0.9616,0.5761,0.1424,0.1848,0,c4,0.4821333333333333,0.002339990503304552,0.44841792904452754,0.005975902329566934,0.15546666666666664,0.0094393973442282
i0_c5.npy,0.9648,0.566,0.1616,0.1608,0,c5,0.5018666666666668,0.0014360439485692044,0.5052632981558469,0.003750051018180176,0.17733333333333334,0.008976017429176978
i0_c6.npy,0.9648,0.5451,0.152,0.1611,0,c6,0.4894666666666667,0.0007180219742846022,0.4697413332281753,0.0015762381587531979,0.16373333333333331,0.010838614097547503
i0_c7.npy,0.9488,0.5713,0.1872,0.1826,0,c7,0.4990666666666666,0.0029363620727393684,0.4979453561142282,0.0071061337525541385,0.19626666666666667,0.011925695879998878
i0_c8.npy,0.9472,0.573,0.152,0.1379,0,c8,0.5052,0.0023437861108329145,0.5174430832325568,0.008031284474734491,0.1570666666666667,0.00786101491892463
i0_c9.npy,0.9584,0.5509,0.1616,0.1728,0,c9,0.48093333333333327,0.0029363620727393667,0.4491662033736697,0.005086457887664661,0.16773333333333332,0.008686131986614576
i0_c10.npy,0.976,0.5336,0.208,0.1837,0,c10,0.5176,0.0012220201853215438,0.5429491551110102,0.00492283340615915,0.22373333333333334,0.009618500691664771
i0_c11.npy,0.9424,0.5795,0.1552,0.1547,0,c11,0.5024000000000001,0.005205125678918182,0.5079807712379708,0.015106940214530025,0.1616,0.009465727652959383
i0_c12.npy,0.968,0.5742,0.1488,0.16,0,c12,0.48879999999999996,0.0013856406460551094,0.46826181361815195,0.0046313318244415565,0.16693333333333335,0.016999869280543173
i0_c13.npy,0.9632,0.5608,0.136,0.121,0,c13,0.5177333333333334,0.002282299035816477,0.5703056528457064,0.01143141736397366,0.14506666666666665,0.008347987115999224
i0_c14.npy,0.952,0.5795,0.1536,0.157,0,c14,0.49279999999999996,0.003946306289853003,0.4793124557775134,0.008861471467820493,0.16133333333333333,0.010052307639984407
i0_c15.npy,0.952,0.5565,0.136,0.1378,0,c15,0.49560000000000004,0.0017126976771553476,0.4852688287771161,0.006537879243833096,0.15226666666666666,0.01862280561271285
i0_g.npy,0.193,0.1883,,,0,g,0.5026666666666667,0.00044783429475148107,0.5067311088151413,0.0008494723431744343,0.1998,0.008230228834404704
i1_c0.npy,0.9312,0.4706,0.1696,0.1669,1,c0,0.4944,0.0024440403706431,0.48447206763636785,0.0072056623483241905,0.18106666666666668,0.01637993352313196
i1_c1.npy,0.9424,0.4861,0.1792,0.1413,1,c1,0.5237333333333334,0.0008844332774280929,0.5705326209681182,0.0002825434791851305,0.19200000000000003,0.007728734264634364
i1_c2.npy,0.9456,0.4699,0.1856,0.171,1,c2,0.5028,0.0035099857549568724,0.5072471189151221,0.00843998870284531,0.1952,0.011648175822848826
i1_c3.npy,0.9152,0.4896,0.1952,0.1857,1,c3,0.4958666666666666,0.0013399834161494646,0.49011785594993235,0.0027622748711950158,0.20266666666666666,0.009082339395160744
i1_c4.npy,0.9312,0.4877,0.1952,0.1882,1,c4,0.4969333333333333,0.0019275776393067898,0.4928539888887357,0.0039487197587082835,0.20533333333333334,0.010189319026422833
i1_c5.npy,0.9376,0.4923,0.2048,0.2035,1,c5,0.5044,0.0017126976771553609,0.510414665264421,0.003694083840156814,0.21466666666666667,0.009706813185707366
i1_c6.npy,0.9344,0.4491,0.1904,0.1915,1,c6,0.5053333333333333,0.0020483055327649414,0.5139699619384276,0.005615514216766734,0.20293333333333333,0.014907119849998601
i1_c7.npy,0.9136,0.4654,0.2448,0.2385,1,c7,0.5022666666666668,0.0024621580416825735,0.504657915184231,0.00481067725966366,0.2517333333333333,0.007598830319346665
i1_c8.npy,0.9184,0.4911,0.1664,0.1466,1,c8,0.49960000000000004,0.0018330302779823462,0.49903655574200584,0.005041535236173393,0.17466666666666666,0.004924316083365174
i1_c9.npy,0.9024,0.4831,0.1584,0.1536,1,c9,0.5020000000000001,0.002052640575778749,0.5062617702448211,0.006152783321323268,0.17013333333333333,0.010478337442340533
