,train_acc,test_acc
i0_c0,0.8544,0.7788
i0_c1,0.8526,0.7753
i0_g,0.8394,0.7989
i1_c0,0.8836,0.802
i1_c1,0.8698,0.8034
i1_g,0.8638,0.8243
i2_c0,0.8888,0.8177
i2_c1,0.8878,0.8135
i2_g,0.8759,0.8337
i3_c0,0.8978,0.8195
i3_c1,0.8902,0.8249
i3_g,0.8806,0.8357
i4_c0,0.9042,0.8244
i4_c1,0.8944,0.8242
i4_g,0.8831,0.8412
i5_c0,0.9062,0.8224
i5_c1,0.8972,0.8258
i5_g,0.8876,0.8424
i6_c0,0.9054,0.8266
i6_c1,0.8988,0.826
i6_g,0.8857,0.8425
i7_c0,0.908,0.8297
i7_c1,0.8992,0.8281
i7_g,0.8873,0.8435
i8_c0,0.905,0.8251
i8_c1,0.9004,0.8297
i8_g,0.8872,0.8458
i9_c0,0.9084,0.8265
i9_c1,0.9018,0.8259
i9_g,0.8885,0.8431
