,train_acc,test_acc
i0_c0,0.6544,0.4308
i0_c1,0.6272,0.4311
i0_c2,0.6512,0.4236
i0_c3,0.6384,0.4318
i0_c4,0.6272,0.4234
i0_c5,0.6368,0.4267
i0_c6,0.6528,0.4283
i0_c7,0.6432,0.4338
i0_c8,0.6048,0.4271
i0_c9,0.6336,0.4271
i0_c10,0.6672,0.4206
i0_c11,0.6416,0.4459
i0_c12,0.6112,0.4274
i0_c13,0.624,0.4139
i0_c14,0.6272,0.4491
i0_c15,0.6368,0.4261
i0_g,0.5101,0.483
i1_c0,0.656,0.464
i1_c1,0.656,0.4637
i1_c2,0.688,0.4616
i1_c3,0.6528,0.4759
i1_c4,0.6496,0.4534
i1_c5,0.648,0.4591
i1_c6,0.672,0.4601
i1_c7,0.6704,0.4647
i1_c8,0.6624,0.4617
i1_c9,0.6784,0.465
i1_c10,0.704,0.4542
i1_c11,0.6816,0.4767
i1_c12,0.6608,0.469
i1_c13,0.6768,0.4626
i1_c14,0.6544,0.4843
i1_c15,0.68,0.4615
i1_g,0.5425,0.5112
i2_c0,0.6864,0.4848
i2_c1,0.6816,0.4821
i2_c2,0.704,0.4832
i2_c3,0.6656,0.4951
i2_c4,0.6752,0.4744
i2_c5,0.672,0.4819
i2_c6,0.6992,0.481
i2_c7,0.688,0.4842
i2_c8,0.672,0.4811
i2_c9,0.6896,0.4852
i2_c10,0.7104,0.4753
i2_c11,0.688,0.4959
i2_c12,0.6688,0.4913
i2_c13,0.6928,0.4898
i2_c14,0.672,0.5017
i2_c15,0.6912,0.4814
i2_g,0.5679,0.5295
i3_c0,0.68,0.4961
i3_c1,0.6912,0.4992
i3_c2,0.7312,0.5016
i3_c3,0.664,0.5149
i3_c4,0.6976,0.4873
i3_c5,0.688,0.4987
i3_c6,0.7056,0.4987
i3_c7,0.696,0.5007
i3_c8,0.6864,0.4927
i3_c9,0.7008,0.4979
i3_c10,0.7184,0.4923
i3_c11,0.7072,0.5138
i3_c12,0.6864,0.5128
i3_c13,0.72,0.5118
i3_c14,0.6784,0.5169
i3_c15,0.7056,0.4997
i3_g,0.5857,0.5433
i4_c0,0.6912,0.5089
i4_c1,0.6992,0.5129
i4_c2,0.7296,0.5121
i4_c3,0.6848,0.5267
i4_c4,0.7136,0.503
i4_c5,0.6896,0.5125
i4_c6,0.7248,0.5146
i4_c7,0.7104,0.5127
i4_c8,0.704,0.5122
i4_c9,0.7168,0.5099
i4_c10,0.7344,0.5105
i4_c11,0.7168,0.5283
i4_c12,0.696,0.5252
i4_c13,0.7232,0.5231
i4_c14,0.6848,0.5262
i4_c15,0.7168,0.5092
i4_g,0.5988,0.5578
i5_c0,0.696,0.5224
i5_c1,0.6992,0.5268
i5_c2,0.7552,0.5238
i5_c3,0.6944,0.5412
i5_c4,0.72,0.512
i5_c5,0.704,0.5269
i5_c6,0.7248,0.5251
i5_c7,0.7232,0.5267
i5_c8,0.6976,0.5216
i5_c9,0.736,0.5216
i5_c10,0.7344,0.521
i5_c11,0.7248,0.5379
i5_c12,0.7136,0.5405
i5_c13,0.7328,0.5335
i5_c14,0.704,0.5403
i5_c15,0.7264,0.5248
i5_g,0.6111,0.5683
i6_c0,0.7136,0.5294
i6_c1,0.7056,0.5357
i6_c2,0.744,0.5338
i6_c3,0.7088,0.5507
i6_c4,0.7312,0.5232
i6_c5,0.7104,0.5359
i6_c6,0.7408,0.5378
i6_c7,0.736,0.536
i6_c8,0.7184,0.5325
i6_c9,0.7328,0.5323
i6_c10,0.7456,0.5305
i6_c11,0.728,0.5496
i6_c12,0.7168,0.5486
i6_c13,0.736,0.546
i6_c14,0.712,0.5518
i6_c15,0.7392,0.5341
i6_g,0.6211,0.5776
i7_c0,0.7104,0.5382
i7_c1,0.7168,0.5468
i7_c2,0.7568,0.5431
i7_c3,0.7152,0.5573
i7_c4,0.72,0.529
i7_c5,0.7136,0.5447
i7_c6,0.7536,0.5481
i7_c7,0.7408,0.5461
i7_c8,0.7248,0.5403
i7_c9,0.744,0.5396
i7_c10,0.744,0.5404
i7_c11,0.7376,0.5556
i7_c12,0.7264,0.5569
i7_c13,0.7536,0.5517
i7_c14,0.72,0.5589
i7_c15,0.7424,0.542
i7_g,0.6302,0.5872
i8_c0,0.7312,0.5468
i8_c1,0.7232,0.5541
i8_c2,0.76,0.5476
i8_c3,0.7232,0.5672
i8_c4,0.7456,0.5426
i8_c5,0.7248,0.5516
i8_c6,0.7488,0.5529
i8_c7,0.7536,0.5559
i8_c8,0.7312,0.5504
i8_c9,0.736,0.5492
i8_c10,0.7568,0.5506
i8_c11,0.7408,0.5702
i8_c12,0.7456,0.5667
i8_c13,0.7472,0.563
i8_c14,0.736,0.5685
i8_c15,0.7424,0.5493
i8_g,0.6393,0.5953
i9_c0,0.7328,0.5542
i9_c1,0.728,0.5638
i9_c2,0.7744,0.5594
i9_c3,0.7184,0.5725
i9_c4,0.7488,0.5468
i9_c5,0.7248,0.5604
i9_c6,0.752,0.5612
i9_c7,0.7568,0.5645
i9_c8,0.7408,0.5538
i9_c9,0.7568,0.5551
i9_c10,0.7568,0.5625
i9_c11,0.752,0.5756
i9_c12,0.7456,0.5714
i9_c13,0.7568,0.5719
i9_c14,0.7408,0.5734
i9_c15,0.7584,0.5574
i9_g,0.6495,0.6064
