,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.867,0.793,0.1882,0.1954
i0_c1,0.863,0.7966,0.225,0.2302
i0_g,0.2359,0.2308,,
i1_c0,0.8828,0.8134,0.2446,0.2338
i1_c1,0.8748,0.8089,0.2654,0.2652
i1_g,0.2977,0.2917,,
i2_c0,0.8856,0.8094,0.2374,0.2354
i2_c1,0.8768,0.8145,0.2746,0.263
i2_g,0.2961,0.2878,,
i3_c0,0.8964,0.8169,0.2756,0.2847
i3_c1,0.884,0.8133,0.2594,0.2556
i3_g,0.3258,0.3222,,
i4_c0,0.8918,0.8216,0.2808,0.2811
i4_c1,0.8844,0.8172,0.2592,0.2656
i4_g,0.3082,0.3124,,
i5_c0,0.8922,0.8176,0.2754,0.271
i5_c1,0.8842,0.8155,0.295,0.2868
i5_g,0.3205,0.3251,,
i6_c0,0.891,0.8161,0.2614,0.2729
i6_c1,0.8798,0.816,0.2682,0.26
i6_g,0.2974,0.298,,
i7_c0,0.894,0.8168,0.2992,0.2998
i7_c1,0.891,0.816,0.3266,0.3025
i7_g,0.3457,0.3426,,
i8_c0,0.8964,0.818,0.2792,0.283
i8_c1,0.8932,0.8227,0.2976,0.2907
i8_g,0.3276,0.3291,,
i9_c0,0.8806,0.8164,0.2792,0.2746
i9_c1,0.895,0.8188,0.2934,0.2956
i9_g,0.3276,0.3222,,
