,train_acc,test_acc
i0_c0,0.6876,0.5568
i0_c1,0.6724,0.5469
i0_c2,0.6784,0.5461
i0_c3,0.6828,0.5701
i0_g,0.6402,0.6007
i1_c0,0.7428,0.6132
i1_c1,0.7276,0.6057
i1_c2,0.7428,0.6035
i1_c3,0.7236,0.6241
i1_g,0.6973,0.6507
i2_c0,0.7812,0.6531
i2_c1,0.756,0.6429
i2_c2,0.7676,0.64
i2_c3,0.7552,0.6631
i2_g,0.7278,0.6883
i3_c0,0.794,0.6726
i3_c1,0.782,0.6644
i3_c2,0.79,0.6639
i3_c3,0.7848,0.6832
i3_g,0.7552,0.7103
i4_c0,0.8236,0.6942
i4_c1,0.7988,0.6868
i4_c2,0.81,0.6861
i4_c3,0.79,0.7029
i4_g,0.7748,0.7319
i5_c0,0.8316,0.7097
i5_c1,0.8052,0.6992
i5_c2,0.82,0.706
i5_c3,0.8056,0.7209
i5_g,0.7888,0.7478
i6_c0,0.8432,0.7259
i6_c1,0.8284,0.7102
i6_c2,0.8288,0.7203
i6_c3,0.8176,0.733
i6_g,0.796,0.7597
i7_c0,0.8504,0.7315
i7_c1,0.8356,0.7238
i7_c2,0.8348,0.7293
i7_c3,0.832,0.7357
i7_g,0.8081,0.7687
i8_c0,0.8588,0.7399
i8_c1,0.8472,0.733
i8_c2,0.8428,0.7389
i8_c3,0.8312,0.7423
i8_g,0.8159,0.7763
i9_c0,0.858,0.7488
i9_c1,0.8492,0.7408
i9_c2,0.8516,0.7403
i9_c3,0.836,0.7544
i9_g,0.8202,0.7816
