,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9244,0.7803,0.5924,0.5528
i0_c1,0.9088,0.7815,0.5652,0.528
i0_c2,0.8868,0.7727,0.5864,0.5404
i0_c3,0.898,0.779,0.5844,0.5494
i0_g,0.6936,0.6681,,
i1_c0,0.9212,0.7862,0.6492,0.5958
i1_c1,0.91,0.7758,0.6068,0.5594
i1_c2,0.9028,0.786,0.6148,0.5767
i1_c3,0.9164,0.7917,0.6056,0.5682
i1_g,0.7321,0.7162,,
i2_c0,0.9196,0.7859,0.6304,0.5827
i2_c1,0.9172,0.7807,0.6104,0.5745
i2_c2,0.9036,0.7796,0.6,0.5478
i2_c3,0.9096,0.793,0.6076,0.5731
i2_g,0.729,0.7109,,
i3_c0,0.9196,0.7895,0.6192,0.568
i3_c1,0.9164,0.787,0.6148,0.5846
i3_c2,0.9024,0.7841,0.62,0.5675
i3_c3,0.9076,0.7939,0.5876,0.5688
i3_g,0.7325,0.7111,,
i4_c0,0.926,0.7824,0.6276,0.5731
i4_c1,0.9224,0.7844,0.6156,0.5809
i4_c2,0.91,0.7851,0.588,0.567
i4_c3,0.9144,0.7921,0.5876,0.5588
i4_g,0.7316,0.7147,,
