,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9616,0.7078,0.176,0.174
i0_c1,0.9472,0.7018,0.2032,0.2021
i0_c2,0.9424,0.7033,0.2104,0.21
i0_c3,0.9552,0.6995,0.2,0.2023
i0_c4,0.9328,0.7104,0.204,0.2032
i0_c5,0.9344,0.7132,0.1648,0.1593
i0_c6,0.9416,0.7124,0.1688,0.1697
i0_c7,0.94,0.7299,0.1408,0.1614
i0_g,0.2371,0.2388,,
i1_c0,0.9768,0.6965,0.24,0.2128
i1_c1,0.9632,0.704,0.2568,0.222
i1_c2,0.976,0.7013,0.1656,0.1675
i1_c3,0.9784,0.6984,0.268,0.2496
i1_c4,0.952,0.7049,0.1952,0.178
i1_c5,0.9648,0.7037,0.2008,0.1931
i1_c6,0.964,0.705,0.244,0.2291
i1_c7,0.9592,0.7409,0.2112,0.1891
i1_g,0.3205,0.3015,,
i2_c0,0.9848,0.7086,0.2192,0.2055
i2_c1,0.9808,0.7011,0.1904,0.1912
i2_c2,0.9832,0.6924,0.2,0.2029
i2_c3,0.9824,0.6986,0.1736,0.1855
i2_c4,0.9568,0.7009,0.2248,0.2108
i2_c5,0.9744,0.7017,0.1824,0.1805
i2_c6,0.9728,0.7003,0.228,0.2328
i2_c7,0.976,0.7325,0.2288,0.2197
i2_g,0.3124,0.3022,,
i3_c0,0.9864,0.6918,0.2512,0.2308
i3_c1,0.9752,0.6966,0.212,0.1987
i3_c2,0.976,0.6915,0.2272,0.204
i3_c3,0.9792,0.6937,0.2264,0.2063
i3_c4,0.9568,0.7116,0.18,0.1848
i3_c5,0.964,0.711,0.196,0.2157
i3_c6,0.9624,0.7012,0.1952,0.19
i3_c7,0.968,0.7262,0.2152,0.2151
i3_g,0.2938,0.2909,,
i4_c0,0.9864,0.6973,0.248,0.2299
i4_c1,0.9776,0.7083,0.2632,0.2493
i4_c2,0.9704,0.703,0.1968,0.2013
i4_c3,0.9768,0.7004,0.2112,0.2095
i4_c4,0.9624,0.7002,0.2576,0.237
i4_c5,0.964,0.7076,0.204,0.2056
i4_c6,0.976,0.7085,0.2128,0.1986
i4_c7,0.9768,0.7384,0.2136,0.2119
i4_g,0.3116,0.3178,,
i5_c0,0.9816,0.7002,0.228,0.2329
i5_c1,0.9768,0.7075,0.1752,0.1896
i5_c2,0.9848,0.6992,0.2216,0.2267
i5_c3,0.9728,0.6973,0.2024,0.218
i5_c4,0.9592,0.709,0.2008,0.2043
i5_c5,0.9744,0.7047,0.2456,0.234
i5_c6,0.9744,0.6971,0.1976,0.1836
i5_c7,0.9712,0.7322,0.204,0.2083
i5_g,0.3131,0.3149,,
i6_c0,0.9856,0.6976,0.2264,0.2182
i6_c1,0.9768,0.7113,0.1944,0.1938
i6_c2,0.9768,0.7013,0.2896,0.272
i6_c3,0.9792,0.7017,0.2568,0.23
i6_c4,0.964,0.7138,0.2144,0.2133
i6_c5,0.964,0.7137,0.2264,0.2247
i6_c6,0.972,0.6985,0.2928,0.2636
i6_c7,0.9776,0.732,0.2376,0.2293
i6_g,0.356,0.3551,,
i7_c0,0.9864,0.7113,0.1992,0.1884
i7_c1,0.9784,0.6963,0.2128,0.1971
i7_c2,0.9832,0.7111,0.2264,0.2199
i7_c3,0.9896,0.6963,0.2008,0.1967
i7_c4,0.9648,0.7118,0.2136,0.212
i7_c5,0.9696,0.7182,0.2712,0.2422
i7_c6,0.9752,0.7003,0.236,0.217
i7_c7,0.9768,0.7323,0.1952,0.2159
i7_g,0.3213,0.3153,,
i8_c0,0.988,0.7052,0.1952,0.1903
i8_c1,0.98,0.7071,0.2184,0.2432
i8_c2,0.9784,0.709,0.1872,0.1919
i8_c3,0.9848,0.7015,0.2016,0.1982
i8_c4,0.9544,0.7066,0.188,0.1947
i8_c5,0.9704,0.7112,0.2232,0.2365
i8_c6,0.9776,0.6968,0.2096,0.1878
i8_c7,0.9744,0.7357,0.2296,0.2309
i8_g,0.3168,0.3039,,
i9_c0,0.9864,0.7176,0.2328,0.2225
i9_c1,0.9744,0.7117,0.224,0.2244
i9_c2,0.984,0.7036,0.1952,0.1987
i9_c3,0.9808,0.7008,0.2208,0.2005
i9_c4,0.9624,0.71,0.2008,0.2061
i9_c5,0.9744,0.7156,0.2408,0.2414
i9_c6,0.9696,0.6973,0.2112,0.2054
i9_c7,0.9736,0.7432,0.224,0.234
i9_g,0.3447,0.3414,,
