,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.7858,0.7222,0.141,0.1454
i0_c1,0.7884,0.7359,0.154,0.1413
i0_g,0.1618,0.1534,,
i1_c0,0.3676,0.3363,0.225,0.2185
i1_c1,0.3726,0.3396,0.21,0.2072
i1_g,0.2392,0.2347,,
i2_c0,0.3812,0.3613,0.211,0.2201
i2_c1,0.382,0.3604,0.271,0.2594
i2_g,0.2777,0.2686,,
i3_c0,0.3738,0.3658,0.2368,0.2384
i3_c1,0.3854,0.3587,0.2586,0.2502
i3_g,0.2751,0.2712,,
i4_c0,0.3812,0.3608,0.2644,0.2465
i4_c1,0.3984,0.3615,0.2714,0.2654
i4_g,0.2812,0.2741,,
i5_c0,0.4072,0.3821,0.2944,0.2891
i5_c1,0.4094,0.378,0.26,0.2438
i5_g,0.2984,0.2905,,
i6_c0,0.4056,0.3756,0.314,0.2967
i6_c1,0.408,0.3773,0.2742,0.2597
i6_g,0.3269,0.3096,,
i7_c0,0.4168,0.3819,0.3094,0.2933
i7_c1,0.4228,0.3809,0.296,0.2842
i7_g,0.3364,0.3151,,
i8_c0,0.4194,0.385,0.278,0.2732
i8_c1,0.426,0.3883,0.2928,0.2827
i8_g,0.3185,0.3096,,
i9_c0,0.4126,0.3871,0.3086,0.2996
i9_c1,0.4122,0.3882,0.3154,0.3062
i9_g,0.3379,0.3286,,
