,train_acc,test_acc
i0_c0,0.6282,0.586
i0_c1,0.6376,0.5753
i0_g,0.7039,0.6642
i1_c0,0.6808,0.638
i1_c1,0.6892,0.6392
i1_g,0.7391,0.7108
i2_c0,0.6948,0.6521
i2_c1,0.7128,0.6785
i2_g,0.747,0.7281
i3_c0,0.7324,0.6765
i3_c1,0.7286,0.6782
i3_g,0.7657,0.7366
i4_c0,0.7486,0.6908
i4_c1,0.7448,0.6961
i4_g,0.7801,0.7513
i5_c0,0.7428,0.6855
i5_c1,0.7288,0.6909
i5_g,0.7796,0.7541
i6_c0,0.757,0.7061
i6_c1,0.7588,0.7081
i6_g,0.7951,0.77
i7_c0,0.7544,0.6903
i7_c1,0.7444,0.7047
i7_g,0.7837,0.7483
i8_c0,0.7626,0.7158
i8_c1,0.7534,0.7072
i8_g,0.7927,0.7586
i9_c0,0.7616,0.7112
i9_c1,0.7718,0.7179
i9_g,0.8025,0.7709
