,train_acc,test_acc
i0_c0,0.8676,0.7214
i0_c1,0.8552,0.7144
i0_c2,0.8524,0.717
i0_c3,0.8496,0.7277
i0_g,0.8081,0.7702
i1_c0,0.902,0.7626
i1_c1,0.8828,0.7499
i1_c2,0.8772,0.7564
i1_c3,0.8792,0.7658
i1_g,0.8426,0.8025
i2_c0,0.9104,0.7747
i2_c1,0.8996,0.7616
i2_c2,0.898,0.7695
i2_c3,0.8956,0.7843
i2_g,0.8547,0.8189
i3_c0,0.916,0.7836
i3_c1,0.9084,0.7804
i3_c2,0.9028,0.7804
i3_c3,0.9,0.7875
i3_g,0.8633,0.8269
i4_c0,0.9236,0.784
i4_c1,0.9124,0.7804
i4_c2,0.9044,0.7911
i4_c3,0.9052,0.7916
i4_g,0.8671,0.8313
i5_c0,0.9324,0.7902
i5_c1,0.9148,0.7877
i5_c2,0.9128,0.7896
i5_c3,0.9096,0.793
i5_g,0.868,0.8331
i6_c0,0.932,0.7976
i6_c1,0.9208,0.7853
i6_c2,0.9112,0.7979
i6_c3,0.9092,0.7964
i6_g,0.8748,0.8383
i7_c0,0.9296,0.7914
i7_c1,0.9212,0.7908
i7_c2,0.92,0.7969
i7_c3,0.914,0.799
i7_g,0.8771,0.8379
i8_c0,0.9288,0.7973
i8_c1,0.9204,0.7878
i8_c2,0.9192,0.8051
i8_c3,0.924,0.7987
i8_g,0.8768,0.8399
i9_c0,0.9312,0.7984
i9_c1,0.9248,0.7946
i9_c2,0.924,0.7995
i9_c3,0.9164,0.8056
i9_g,0.8778,0.8416
