,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.867,0.7934,0.8656,0.7913
i0_c1,0.8528,0.7875,0.8494,0.7835
i0_g,0.8601,0.8198,,
i1_c0,0.8782,0.809,0.8734,0.8052
i1_c1,0.8632,0.7993,0.8584,0.7974
i1_g,0.8667,0.8296,,
i2_c0,0.8814,0.817,0.8786,0.8198
i2_c1,0.875,0.8038,0.8724,0.8039
i2_g,0.8761,0.8358,,
i3_c0,0.8768,0.8086,0.8762,0.8052
i3_c1,0.8674,0.8026,0.867,0.8058
i3_g,0.8704,0.8319,,
i4_c0,0.8798,0.8124,0.877,0.8138
i4_c1,0.866,0.8058,0.867,0.8025
i4_g,0.8748,0.8351,,
i5_c0,0.8812,0.8074,0.8788,0.8084
i5_c1,0.8686,0.8065,0.87,0.8054
i5_g,0.8746,0.835,,
i6_c0,0.8862,0.8105,0.8846,0.8111
i6_c1,0.8726,0.8057,0.869,0.8072
i6_g,0.873,0.836,,
i7_c0,0.8858,0.8159,0.887,0.8133
i7_c1,0.8778,0.8114,0.8738,0.811
i7_g,0.8764,0.8387,,
i8_c0,0.8886,0.8126,0.8846,0.8119
i8_c1,0.8748,0.813,0.8676,0.8122
i8_g,0.8765,0.8404,,
i9_c0,0.8844,0.8089,0.8838,0.8036
i9_c1,0.8782,0.8176,0.8742,0.8166
i9_g,0.877,0.8394,,
