,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9106,0.8287,0.3846,0.3716
i0_c1,0.8932,0.8285,0.3942,0.3744
i0_g,0.4526,0.4356,,
i1_c0,0.9144,0.8318,0.4366,0.4042
i1_c1,0.9056,0.8334,0.3924,0.3857
i1_g,0.4779,0.4654,,
i2_c0,0.9264,0.8359,0.4496,0.4644
i2_c1,0.9076,0.8339,0.4352,0.4263
i2_g,0.5007,0.5036,,
i3_c0,0.9222,0.8358,0.4154,0.4069
i3_c1,0.912,0.8369,0.46,0.4471
i3_g,0.5046,0.4999,,
i4_c0,0.9274,0.8357,0.4564,0.4526
i4_c1,0.9132,0.8311,0.4394,0.4241
i4_g,0.5238,0.5158,,
i5_c0,0.9268,0.8353,0.4732,0.4496
i5_c1,0.9162,0.8388,0.4804,0.4612
i5_g,0.5432,0.5274,,
i6_c0,0.9242,0.8337,0.4708,0.4626
i6_c1,0.9176,0.8356,0.4468,0.4486
i6_g,0.5297,0.5181,,
i7_c0,0.9242,0.8311,0.484,0.482
i7_c1,0.9208,0.8375,0.464,0.4657
i7_g,0.5332,0.536,,
i8_c0,0.9284,0.8347,0.5024,0.4867
i8_c1,0.918,0.8348,0.4634,0.4602
i8_g,0.5439,0.5421,,
i9_c0,0.9264,0.83,0.466,0.4581
i9_c1,0.9166,0.8387,0.4796,0.4639
i9_g,0.532,0.5218,,
