,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9408,0.695,0.1216,0.1348
i0_c1,0.9176,0.6913,0.1448,0.1412
i0_c2,0.9304,0.6918,0.1416,0.1434
i0_c3,0.9288,0.6894,0.1752,0.1787
i0_c4,0.9224,0.7033,0.1352,0.1242
i0_c5,0.9128,0.6973,0.16,0.1626
i0_c6,0.9176,0.6961,0.1624,0.1547
i0_c7,0.924,0.7214,0.1144,0.1106
i0_g,0.1302,0.1292,,
i1_c0,0.4448,0.3262,0.148,0.1458
i1_c1,0.4248,0.3329,0.1584,0.1668
i1_c2,0.4336,0.3227,0.14,0.1439
i1_c3,0.4168,0.317,0.168,0.1675
i1_c4,0.424,0.3276,0.1728,0.1579
i1_c5,0.42,0.3223,0.204,0.1913
i1_c6,0.4224,0.3185,0.2048,0.185
i1_c7,0.3968,0.3163,0.1392,0.145
i1_g,0.2022,0.2052,,
i2_c0,0.4376,0.3529,0.1816,0.1796
i2_c1,0.4248,0.3422,0.1696,0.1845
i2_c2,0.432,0.3471,0.1936,0.1995
i2_c3,0.4336,0.3418,0.1864,0.1897
i2_c4,0.4296,0.3555,0.204,0.184
i2_c5,0.4288,0.342,0.2248,0.2083
i2_c6,0.444,0.3356,0.1768,0.1712
i2_c7,0.436,0.3322,0.2144,0.1865
i2_g,0.2577,0.257,,
i3_c0,0.4472,0.3744,0.1848,0.1897
i3_c1,0.4528,0.3674,0.2152,0.1979
i3_c2,0.456,0.3548,0.2272,0.206
i3_c3,0.4472,0.3721,0.2216,0.2343
i3_c4,0.4464,0.364,0.24,0.2364
i3_c5,0.4368,0.3565,0.1856,0.1779
i3_c6,0.428,0.3578,0.2344,0.2191
i3_c7,0.4312,0.3554,0.1936,0.1867
i3_g,0.2922,0.2775,,
i4_c0,0.44,0.3762,0.2776,0.2638
i4_c1,0.4464,0.379,0.1888,0.1869
i4_c2,0.4656,0.3731,0.2456,0.22
i4_c3,0.4432,0.3747,0.224,0.2066
i4_c4,0.4528,0.3748,0.2016,0.197
i4_c5,0.4584,0.3753,0.2128,0.2084
i4_c6,0.4584,0.3734,0.2008,0.2118
i4_c7,0.46,0.3758,0.2216,0.212
i4_g,0.2898,0.2873,,
i5_c0,0.472,0.3888,0.1712,0.178
i5_c1,0.4584,0.39,0.2288,0.2139
i5_c2,0.4744,0.394,0.2408,0.2271
i5_c3,0.4544,0.3892,0.236,0.2129
i5_c4,0.4672,0.3802,0.2112,0.2218
i5_c5,0.5024,0.3908,0.2096,0.2046
i5_c6,0.4912,0.387,0.2584,0.2549
i5_c7,0.4816,0.3915,0.2512,0.2479
i5_g,0.3168,0.307,,
i6_c0,0.4728,0.4036,0.2088,0.2134
i6_c1,0.4704,0.4053,0.3,0.2854
i6_c2,0.4776,0.389,0.2528,0.251
i6_c3,0.4824,0.4013,0.2384,0.2192
i6_c4,0.4704,0.3955,0.2584,0.2365
i6_c5,0.5,0.3939,0.2312,0.2457
i6_c6,0.4712,0.4007,0.276,0.2476
i6_c7,0.4648,0.3982,0.2224,0.2169
i6_g,0.331,0.3275,,
i7_c0,0.5,0.428,0.2736,0.2684
i7_c1,0.492,0.4162,0.2664,0.2686
i7_c2,0.4944,0.4031,0.2304,0.2379
i7_c3,0.5,0.4189,0.2704,0.2646
i7_c4,0.4896,0.4204,0.232,0.2231
i7_c5,0.504,0.4152,0.2128,0.2093
i7_c6,0.4816,0.4104,0.2496,0.2517
i7_c7,0.4848,0.4139,0.2448,0.2484
i7_g,0.3453,0.3459,,
i8_c0,0.4944,0.4305,0.2832,0.2652
i8_c1,0.4952,0.4253,0.2128,0.2189
i8_c2,0.4912,0.4175,0.2744,0.2647
i8_c3,0.4872,0.4238,0.2496,0.2534
i8_c4,0.4912,0.4228,0.2784,0.2801
i8_c5,0.5024,0.4222,0.2608,0.2647
i8_c6,0.504,0.4197,0.2688,0.2647
i8_c7,0.4856,0.4284,0.3104,0.2922
i8_g,0.3666,0.3638,,
i9_c0,0.5144,0.4494,0.2424,0.2222
i9_c1,0.528,0.4398,0.2512,0.2328
i9_c2,0.5256,0.4381,0.2688,0.2613
i9_c3,0.4976,0.4406,0.2904,0.2853
i9_c4,0.5016,0.4446,0.304,0.2879
i9_c5,0.5,0.4451,0.2816,0.2935
i9_c6,0.5152,0.4411,0.2616,0.2715
i9_c7,0.4912,0.4486,0.2752,0.2607
i9_g,0.3794,0.3648,,
