,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9212,0.7851,0.8768,0.7597
i0_c1,0.9116,0.7773,0.8612,0.7487
i0_c2,0.9036,0.7865,0.8496,0.7493
i0_c3,0.9028,0.789,0.864,0.7614
i0_g,0.8579,0.8238,,
i1_c0,0.9268,0.7894,0.8808,0.7608
i1_c1,0.918,0.7878,0.858,0.76
i1_c2,0.9036,0.7817,0.8772,0.757
i1_c3,0.9128,0.7926,0.8772,0.7657
i1_g,0.8648,0.8325,,
i2_c0,0.9264,0.7838,0.8868,0.7583
i2_c1,0.9212,0.7809,0.8828,0.7665
i2_c2,0.9108,0.7894,0.8672,0.759
i2_c3,0.9208,0.791,0.8648,0.7712
i2_g,0.8689,0.8372,,
i3_c0,0.9264,0.7819,0.8756,0.7531
i3_c1,0.918,0.7882,0.8872,0.7718
i3_c2,0.912,0.7892,0.868,0.7635
i3_c3,0.9164,0.7931,0.872,0.7669
i3_g,0.8701,0.8337,,
i4_c0,0.9268,0.7886,0.8828,0.7607
i4_c1,0.9136,0.776,0.8664,0.7431
i4_c2,0.9096,0.7861,0.8712,0.7631
i4_c3,0.9076,0.791,0.8548,0.7572
i4_g,0.8607,0.8232,,
i5_c0,0.9268,0.7879,0.8828,0.757
i5_c1,0.9096,0.7803,0.8724,0.7575
i5_c2,0.9048,0.7855,0.8692,0.7684
i5_c3,0.8984,0.784,0.8604,0.7562
i5_g,0.8649,0.8311,,
i6_c0,0.9212,0.7871,0.8876,0.7613
i6_c1,0.9216,0.7819,0.8752,0.7584
i6_c2,0.906,0.7983,0.868,0.7726
i6_c3,0.912,0.7904,0.864,0.7579
i6_g,0.8686,0.8336,,
i7_c0,0.928,0.7937,0.8836,0.7623
i7_c1,0.9196,0.7862,0.8752,0.7644
i7_c2,0.9108,0.7898,0.8652,0.7722
i7_c3,0.91,0.787,0.8572,0.7621
i7_g,0.8645,0.8274,,
i8_c0,0.9288,0.7905,0.8864,0.7617
i8_c1,0.9144,0.7819,0.8784,0.7645
i8_c2,0.9036,0.7884,0.8616,0.771
i8_c3,0.9048,0.7864,0.8612,0.7598
i8_g,0.8719,0.8334,,
i9_c0,0.9236,0.7873,0.8776,0.7615
i9_c1,0.9096,0.7815,0.876,0.76
i9_c2,0.9068,0.7827,0.868,0.7643
i9_c3,0.9052,0.793,0.8636,0.7582
i9_g,0.869,0.833,,
