,train_acc,test_acc
i0_c0,0.8552,0.7738
i0_c1,0.8434,0.7667
i0_g,0.8354,0.7996
i1_c0,0.876,0.8004
i1_c1,0.8688,0.7979
i1_g,0.8584,0.8217
i2_c0,0.8868,0.8079
i2_c1,0.88,0.8124
i2_g,0.8715,0.8297
i3_c0,0.8902,0.8105
i3_c1,0.8866,0.8173
i3_g,0.8752,0.8337
i4_c0,0.8988,0.8178
i4_c1,0.891,0.8219
i4_g,0.8793,0.8384
i5_c0,0.9002,0.8188
i5_c1,0.8954,0.8247
i5_g,0.8831,0.8416
i6_c0,0.9024,0.8259
i6_c1,0.9006,0.8272
i6_g,0.8859,0.8446
i7_c0,0.9036,0.8265
i7_c1,0.8952,0.8256
i7_g,0.8843,0.8447
i8_c0,0.905,0.8207
i8_c1,0.898,0.8285
i8_g,0.8851,0.8413
i9_c0,0.9054,0.8303
i9_c1,0.9,0.8299
i9_g,0.8845,0.8471
