,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.889,0.8071,0.614,0.581
i0_c1,0.8784,0.8139,0.5664,0.5408
i0_g,0.653,0.6305,,
i1_c0,0.8818,0.8007,0.5956,0.5739
i1_c1,0.8792,0.8117,0.5956,0.5658
i1_g,0.6488,0.6263,,
i2_c0,0.8812,0.8101,0.6302,0.5957
i2_c1,0.8788,0.8097,0.6092,0.5846
i2_g,0.6817,0.6639,,
i3_c0,0.887,0.8166,0.5766,0.5664
i3_c1,0.8676,0.8069,0.5996,0.5739
i3_g,0.6571,0.6355,,
i4_c0,0.8854,0.8154,0.5718,0.5595
i4_c1,0.878,0.8159,0.5974,0.5827
i4_g,0.6575,0.6429,,
i5_c0,0.8874,0.8157,0.5824,0.5605
i5_c1,0.883,0.8101,0.5946,0.5658
i5_g,0.6615,0.6463,,
i6_c0,0.8856,0.8193,0.5894,0.5678
i6_c1,0.8762,0.8191,0.5554,0.5413
i6_g,0.621,0.6164,,
i7_c0,0.8948,0.8241,0.586,0.584
i7_c1,0.8736,0.816,0.5854,0.578
i7_g,0.6611,0.6504,,
i8_c0,0.8756,0.808,0.5792,0.5674
i8_c1,0.8778,0.8151,0.5906,0.5825
i8_g,0.6574,0.6476,,
i9_c0,0.8788,0.8064,0.6046,0.5786
i9_c1,0.878,0.8101,0.5978,0.5748
i9_g,0.6751,0.6633,,
