,train_acc,test_acc,train_acc_outDP,test_acc_out_DP,it,client,attack_acc_mean,attack_acc_std,attack_pre_mean,attack_pre_std,attack_rec_mean,attack_rec_std
i0_c0.npy,1.0,0.2668,0.0128,0.0102,0,c0,0.49479999999999996,0.007599999999999999,0.4909453659027668,0.012790826007973037,0.3370666666666666,0.09713843500672406
i0_c1.npy,1.0,0.2462,0.0096,0.0072,0,c1,0.4989333333333334,0.014271027370943629,0.5054660494436233,0.02297062633551327,0.3509333333333334,0.11652082312712274
i0_c2.npy,1.0,0.2396,0.0144,0.012,0,c2,0.5022666666666668,0.005004886501099595,0.5031810596044503,0.008082337787542719,0.34559999999999996,0.12424148528839579
i0_c3.npy,1.0,0.2529,0.0064,0.0112,0,c3,0.5100000000000001,0.012613220577367764,0.5215965321704888,0.023760103658361984,0.3616,0.12154384668368312
i0_c4.npy,1.0,0.2591,0.0112,0.0115,0,c4,0.49920000000000003,0.00924914410454646,0.49254696094858263,0.01975972657377464,0.2541333333333333,0.10041159738241838
i0_c5.npy,1.0,0.2467,0.0096,0.0099,0,c5,0.5061333333333332,0.013495019657472,0.5063726578450863,0.017879337747800365,0.2949333333333334,0.13333759993173552
i0_c6.npy,1.0,0.2364,0.0144,0.007,0,c6,0.5014666666666666,0.0068728127833919215,0.5062169797685648,0.016727835269348165,0.2962666666666666,0.0885433729247361
i0_c7.npy,1.0,0.2588,0.0128,0.0095,0,c7,0.5081333333333334,0.011374044526415784,0.5139556406125932,0.020423251610734668,0.2557333333333333,0.10419025332961279
i0_c8.npy,1.0,0.2639,0.016,0.0176,0,c8,0.5075999999999999,0.010760421305258751,0.5071582607343921,0.012980628985713422,0.4021333333333334,0.27659440020040577
i0_c9.npy,1.0,0.2557,0.0016,0.0094,0,c9,0.48679999999999995,0.006243930386116322,0.4768340740863515,0.00972010582925787,0.31493333333333334,0.14346394049454456
i0_c10.npy,1.0,0.2491,0.0128,0.0128,0,c10,0.49839999999999995,0.005286460693759736,0.49626822376588486,0.013731354337200744,0.2733333333333333,0.17164159040149782
i0_c11.npy,1.0,0.25,0.0128,0.0147,0,c11,0.5055999999999999,0.017912379331996468,0.5041743443986875,0.022569564277993108,0.4312,0.13026250419825344
i0_c12.npy,1.0,0.2401,0.0144,0.0163,0,c12,0.5166666666666667,0.005904423953462537,0.5322712675332195,0.0201203540207,0.3128,0.07754499768951358
i0_c13.npy,1.0,0.2494,0.0032,0.0082,0,c13,0.49146666666666666,0.012103259432437561,0.4783997245601254,0.022690754845415752,0.23733333333333337,0.15782972540754872
i0_c14.npy,1.0,0.2407,0.0064,0.0076,0,c14,0.49920000000000003,0.006912790078301712,0.4897909632702591,0.024414095148246506,0.2592,0.161948139847298
i0_c15.npy,1.0,0.2645,0.0048,0.0093,0,c15,0.5017333333333334,0.009334285665699809,0.5098101465855088,0.01536816958958949,0.23919999999999997,0.11912480849932142
