,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.9112,0.8262,0.1592,0.1506
i0_c1,0.9048,0.8322,0.1512,0.1497
i0_g,0.1719,0.1579,,
i1_c0,0.8928,0.8013,0.2208,0.2185
i1_c1,0.8942,0.8025,0.2354,0.2258
i1_g,0.2553,0.2522,,
i2_c0,0.8932,0.8106,0.272,0.2686
i2_c1,0.8918,0.8083,0.2852,0.2799
i2_g,0.3277,0.3251,,
i3_c0,0.901,0.8053,0.2384,0.2362
i3_c1,0.8936,0.8153,0.2868,0.2753
i3_g,0.2898,0.2904,,
i4_c0,0.8952,0.8106,0.2768,0.2703
i4_c1,0.8974,0.8095,0.2806,0.2803
i4_g,0.3172,0.3129,,
i5_c0,0.8956,0.81,0.3048,0.3049
i5_c1,0.888,0.808,0.2938,0.285
i5_g,0.3473,0.3467,,
i6_c0,0.9036,0.8118,0.3034,0.2998
i6_c1,0.899,0.8151,0.2576,0.2686
i6_g,0.3045,0.3093,,
i7_c0,0.8992,0.8089,0.3618,0.3613
i7_c1,0.8922,0.8075,0.334,0.3359
i7_g,0.4015,0.4002,,
i8_c0,0.9054,0.8082,0.3164,0.3137
i8_c1,0.8932,0.8156,0.348,0.3466
i8_g,0.3738,0.3749,,
i9_c0,0.9012,0.8118,0.3548,0.3434
i9_c1,0.8944,0.8106,0.3558,0.3556
i9_g,0.4072,0.4046,,
