,train_acc,test_acc,train_acc_outDP,test_acc_out_DP
i0_c0,0.8804,0.8085,0.8808,0.8084
i0_c1,0.877,0.8124,0.8772,0.8124
i0_g,0.8729,0.8343,,
i1_c0,0.8788,0.8061,0.8786,0.8059
i1_c1,0.8754,0.8108,0.8754,0.8108
i1_g,0.8799,0.8401,,
i2_c0,0.885,0.8113,0.885,0.8114
i2_c1,0.8808,0.8153,0.8806,0.8149
i2_g,0.8789,0.8377,,
i3_c0,0.8768,0.8113,0.877,0.811
i3_c1,0.8828,0.8085,0.883,0.8086
i3_g,0.8777,0.8381,,
i4_c0,0.8836,0.8169,0.8832,0.8166
i4_c1,0.8742,0.8139,0.8742,0.814
i4_g,0.8777,0.8375,,
i5_c0,0.8848,0.8048,0.8842,0.8049
i5_c1,0.8804,0.8059,0.8806,0.8063
i5_g,0.8772,0.8349,,
i6_c0,0.8762,0.8113,0.876,0.8115
i6_c1,0.8774,0.8135,0.8774,0.8136
i6_g,0.8766,0.8411,,
i7_c0,0.8904,0.8136,0.8906,0.8139
i7_c1,0.8748,0.8124,0.8744,0.8124
i7_g,0.8827,0.8404,,
i8_c0,0.8832,0.8097,0.883,0.8096
i8_c1,0.876,0.8122,0.8762,0.8122
i8_g,0.8753,0.839,,
i9_c0,0.8842,0.8182,0.8844,0.8181
i9_c1,0.8704,0.8123,0.8704,0.8125
i9_g,0.8777,0.8409,,
