,train_acc,test_acc
i0_c0,0.8518,0.7783
i0_c1,0.8454,0.7735
i0_g,0.8382,0.7966
i1_c0,0.874,0.7948
i1_c1,0.8748,0.8001
i1_g,0.859,0.8164
i2_c0,0.8836,0.8123
i2_c1,0.883,0.8112
i2_g,0.8746,0.8343
i3_c0,0.8938,0.8112
i3_c1,0.8888,0.8195
i3_g,0.8736,0.8363
i4_c0,0.8966,0.8244
i4_c1,0.8942,0.8195
i4_g,0.8802,0.8408
i5_c0,0.8982,0.8219
i5_c1,0.89,0.8249
i5_g,0.8837,0.8417
i6_c0,0.9038,0.8248
i6_c1,0.8968,0.8262
i6_g,0.8854,0.8431
i7_c0,0.9034,0.8257
i7_c1,0.8978,0.8282
i7_g,0.8856,0.8454
i8_c0,0.9066,0.826
i8_c1,0.8982,0.8277
i8_g,0.8854,0.8445
i9_c0,0.9078,0.8279
i9_c1,0.902,0.8269
i9_g,0.8871,0.8448
